region	coord	gene	Oxt PAT#
3UTR	15951475	AT5G39850	1
3UTR	15976079	AT5G39890	1
3UTR	15990647	AT5G39940	2
3UTR	15990692	AT5G39940	1
3UTR	16028374	AT5G40030	1
3UTR	16029757	AT5G40040	1
3UTR	16038936	AT5G40060	1
CDS	16035401	AT5G40060	1
3UTR	16059137	AT5G40140	1
CDS	16065619	AT5G40170	1
CDS	16065646	AT5G40170	1
3UTR	16087473	AT5G40250	4
3UTR	16093326	AT5G40270	1
CDS	16129468	AT5G40330	1
CDS	16132160	AT5G40340	5
CDS	16132605	AT5G40340	1
CDS	16134103	AT5G40340	1
CDS	16148058	AT5G40370	15
3UTR	16173362	AT5G40420	14
CDS	16187117	AT5G40450	1
CDS	16187401	AT5G40450	1
CDS	16187687	AT5G40450	1
CDS	16187797	AT5G40450	1
CDS	16188905	AT5G40450	1
CDS	16190275	AT5G40450	1
CDS	16190528	AT5G40450	8
CDS	16191006	AT5G40450	3
CDS	16192271	AT5G40450	1
CDS	16192301	AT5G40450	9
CDS	16192373	AT5G40450	2
CDS	16192399	AT5G40450	2
CDS	16193450	AT5G40450	1
intron	16192569	AT5G40450	1
3UTR	16224258	AT5G40480	1
3UTR	16236203	AT5G40530	1
CDS	16280174	AT5G40640	1
CDS	16281636	AT5G40650	1
3UTR	16291502	AT5G40690	1
3UTR	16291541	AT5G40690	1
3UTR	16300003	AT5G40720	3
3UTR	16300038	AT5G40720	1
3UTR	16315401	AT5G40770	1
CDS	16341489	AT5G40810	1
3UTR	16369195	AT5G40850	2
3UTR	16381272	AT5G40880	1
3UTR	16381482	AT5G40890	1
3UTR	16381555	AT5G40890	2
3UTR	16399192	AT5G40910	1
CDS	16396381	AT5G40910	1
CDS	16397258	AT5G40910	1
CDS	16397331	AT5G40910	1
CDS	16397398	AT5G40910	1
3UTR	16412112	AT5G40950	1
3UTR	16425745	AT5G41020	1
3UTR	16472725	AT5G41140	2
CDS	16470452	AT5G41140	4
CDS	16471215	AT5G41140	1
CDS	16471552	AT5G41140	1
3UTR	16487522	AT5G41190	1
3UTR	16498086	AT5G41240	1
intron	16515878	AT5G41300	18
3UTR	16536260	AT5G41330	1
3UTR	16537979	AT5G41340	3
3UTR	16609267	AT5G41520	219
3UTR	16665292	AT5G41670	1
3UTR	16669290	AT5G41680	1
intron	16674670	AT5G41690	2
3UTR	16711912	AT5G41761	2
3UTR	16712025	AT5G41761	1
3UTR	16721119	AT5G41770	2
3UTR	16732589	AT5G41790	1
3UTR	16732669	AT5G41790	1
CDS	16727972	AT5G41790	2
CDS	16729072	AT5G41790	1
CDS	16729277	AT5G41790	2
CDS	16729742	AT5G41790	1
3UTR	16758655	AT5G41870	2
3UTR	16771656	AT5G41900	1
3UTR	16771795	AT5G41900	1
3UTR	16793046	AT5G41970	11
3UTR	16804842	AT5G42010	1
3UTR	16805078	AT5G42010	3
3UTR	16807643	AT5G42020	4
3UTR	16817286	AT5G42050	24
CDS	16830529	AT5G42100	1
3UTR	16835261	AT5G42130	1
3UTR	16837424	AT5G42140	1
3UTR	16854416	AT5G42190	42
3UTR	16861052	AT5G42200	1
intron	16873438	AT5G42220	1
CDS	16904515	AT5G42270	3
CDS	16904715	AT5G42270	1
CDS	16904749	AT5G42270	1
3UTR	16905310	AT5G42280	1
CDS	16906040	AT5G42280	1
3UTR	16918379	AT5G42310	3
3UTR	16953101	AT5G42390	16
CDS	16945743	AT5G42390	1
CDS	16960031	AT5G42400	3
CDS	16960099	AT5G42400	1
CDS	16960126	AT5G42400	1
CDS	16973516	AT5G42440	1
3UTR	16984881	AT5G42470	1
3UTR	16988375	AT5G42480	1
3UTR	17023437	AT5G42580	1
3UTR	17023540	AT5G42580	1
3UTR	17071200	AT5G42620	1
CDS	17099318	AT5G42650	16
3UTR	17140924	AT5G42740	1
CDS	17164730	AT5G42800	3
CDS	17170581	AT5G42820	1
3UTR	17194123	AT5G42880	1
3UTR	17194209	AT5G42890	1
3UTR	17216388	AT5G42940	2
3UTR	17231192	AT5G42950	1
CDS	17228313	AT5G42950	1
3UTR	17237333	AT5G42970	2
CDS	17249388	AT5G43010	1
CDS	17259149	AT5G43030	3
3UTR	17315531	AT5G43130	1
3UTR	17345977	AT5G43200	1
3UTR	17357636	AT5G43260	1
3UTR	17371834	AT5G43290	1
3UTR	17376855	AT5G43300	1
CDS	17382349	AT5G43310	2
CDS	17382453	AT5G43310	7
CDS	17382693	AT5G43310	1
3UTR	17417877	AT5G43370	4
3UTR	17461575	AT5G43460	1
CDS	17504461	AT5G43560	1
CDS	17513177	AT5G43600	1
CDS	17514066	AT5G43600	1
3UTR	17551590	AT5G43700	1
3UTR	17552168	AT5G43710	1
3UTR	17579914	AT5G43750	1
3UTR	17625189	AT5G43840	1
intron	17631319	AT5G43860	2
3UTR	17667434	AT5G43910	3
3UTR	17667481	AT5G43910	9
3UTR	17675750	AT5G43920	5
3UTR	17675895	AT5G43920	1
3UTR	17693285	AT5G43970	3
CDS	17712680	AT5G44020	1
CDS	17712753	AT5G44020	1
intron	17724183	AT5G44050	1
3UTR	17749287	AT5G44100	9
3UTR	17756211	AT5G44120	2
CDS	17761583	AT5G44130	1
intron	17799221	AT5G44190	1
intron	17800029	AT5G44190	1
intron	17822706	AT5G44240	1
CDS	17833758	AT5G44270	1
CDS	17833794	AT5G44270	1
3UTR	17840365	AT5G44290	1
CDS	17841523	AT5G44290	3
CDS	17842388	AT5G44290	4
intron	17842324	AT5G44290	6
CDS	17848429	AT5G44310	126
CDS	17859889	AT5G44340	1
CDS	17859938	AT5G44340	1
CDS	17860627	AT5G44340	1
CDS	17860824	AT5G44340	1
3UTR	17882245	AT5G44390	2
3UTR	17886293	AT5G44400	1
3UTR	17907191	AT5G44420	1
CDS	17915761	AT5G44450	1
CDS	17930314	AT5G44510	4
intron	17930216	AT5G44510	2
3UTR	17934413	AT5G44520	1
intron	17938950	AT5G44530	1
3UTR	17953242	AT5G44565	1
intron	17968653	AT5G44572	1
intron	17979466	AT5G44580	1
CDS	17994037	AT5G44610	276
3UTR	17997695	AT5G44620	1
3UTR	17997815	AT5G44620	4
3UTR	18045445	AT5G44730	1
CDS	18045589	AT5G44730	2
CDS	18056752	AT5G44750	2
3UTR	18070629	AT5G44780	3
3UTR	18070655	AT5G44780	1
3UTR	18075749	AT5G44790	1
3UTR	18075796	AT5G44790	2
CDS	18075897	AT5G44790	1
CDS	18076077	AT5G44790	12
CDS	18089240	AT5G44800	1
3UTR	18118642	AT5G44870	3
CDS	18115727	AT5G44870	1
CDS	18115929	AT5G44870	2
CDS	18116370	AT5G44870	1
CDS	18117840	AT5G44870	2
CDS	18118585	AT5G44870	1
intron	18116640	AT5G44870	1
3UTR	18176854	AT5G45050	13
3UTR	18176955	AT5G45050	1
3UTR	18176994	AT5G45050	1
CDS	18179876	AT5G45050	1
3UTR	18246155	AT5G45130	13
3UTR	18246522	AT5G45130	1
CDS	18248164	AT5G45140	2
3UTR	18270121	AT5G45160	1
CDS	18277969	AT5G45190	1
CDS	18278563	AT5G45190	1
intron	18314693	AT5G45240	2
CDS	18324804	AT5G45250	1
CDS	18327738	AT5G45260	2
3UTR	18334387	AT5G45275	1
CDS	18370298	AT5G45340	1
intron	18370242	AT5G45340	10
intron	18370627	AT5G45340	1
3UTR	18401938	AT5G45400	1
3UTR	18401979	AT5G45400	1
3UTR	18401986	AT5G45410	17
3UTR	18412307	AT5G45440	1
3UTR	18432508	AT5G45500	2
CDS	18434448	AT5G45500	2
3UTR	18449273	AT5G45510	3
5UTR	18444683	AT5G45510	30
CDS	18448201	AT5G45510	1
CDS	18448259	AT5G45510	1
CDS	18448291	AT5G45510	7
CDS	18448337	AT5G45510	2
CDS	18529744	AT5G45670	1
3UTR	18532166	AT5G45680	2
3UTR	18534889	AT5G45690	2
CDS	18542258	AT5G45710	5
CDS	18542326	AT5G45710	2
3UTR	18553798	AT5G45730	1
3UTR	18553950	AT5G45730	1
3UTR	18566856	AT5G45780	2
3UTR	18575735	AT5G45800	1
intron	18576608	AT5G45800	1
3UTR	18629590	AT5G45930	1
intron	18628404	AT5G45930	3
CDS	18636114	AT5G45950	1
3UTR	18700725	AT5G46110	1
intron	18698337	AT5G46110	1
3UTR	18723234	AT5G46190	2
CDS	18766875	AT5G46270	1
intron	18766184	AT5G46270	1
3UTR	18769797	AT5G46280	2
CDS	18770989	AT5G46280	1
3UTR	18774133	AT5G46290	11
3UTR	18819388	AT5G46390	1
3UTR	18834465	AT5G46430	30
3UTR	18849362	AT5G46470	1
3UTR	18884324	AT5G46550	2
CDS	18897531	AT5G46580	1
3UTR	18917595	AT5G46620	1
3UTR	18917658	AT5G46620	5
3UTR	18947544	AT5G46690	2
3UTR	18947664	AT5G46690	1
3UTR	18959831	AT5G46720	1
3UTR	18965163	AT5G46730	2
3UTR	18969778	AT5G46750	1
CDS	18975999	AT5G46760	1
CDS	19013434	AT5G46860	1
3UTR	19021650	AT5G46873	2
3UTR	19051502	AT5G46915	1
3UTR	19068995	AT5G47000	1
3UTR	19079154	AT5G47010	33
3UTR	19079179	AT5G47010	14
CDS	19074082	AT5G47010	2
CDS	19083563	AT5G47020	3
3UTR	19092260	AT5G47030	2
CDS	19091807	AT5G47030	1
3UTR	19108061	AT5G47050	1
3UTR	19118465	AT5G47070	1
CDS	19128207	AT5G47090	1
intron	19130026	AT5G47100	1
3UTR	19168913	AT5G47210	1
CDS	19169743	AT5G47210	7
intron	19169535	AT5G47210	1
CDS	19180906	AT5G47230	1
3UTR	19185722	AT5G47250	3
CDS	19204751	AT5G47320	1
3UTR	19208855	AT5G47330	1
3UTR	19232708	AT5G47410	2
intron	19234256	AT5G47420	1
CDS	19238001	AT5G47430	99
intron	19236899	AT5G47430	1
3UTR	19243454	AT5G47440	1
3UTR	19252440	AT5G47460	1
3UTR	19277534	AT5G47520	1
3UTR	19282978	AT5G47540	2
3UTR	19287529	AT5G47560	1
3UTR	19287879	AT5G47560	1
3UTR	19301329	AT5G47610	2
3UTR	19302326	AT5G47620	3
3UTR	19302494	AT5G47620	1
3UTR	19307105	AT5G47630	1
3UTR	19310113	AT5G47640	1
3UTR	19314715	AT5G47660	4
3UTR	19314820	AT5G47660	1
3UTR	19314936	AT5G47660	2
3UTR	19316122	AT5G47670	5
3UTR	19316151	AT5G47670	1
3UTR	19327912	AT5G47700	19
CDS	19338857	AT5G47740	1
CDS	19343426	AT5G47760	1
intron	19343305	AT5G47760	1
3UTR	19352806	AT5G47790	1
CDS	19352429	AT5G47790	1
CDS	19356064	AT5G47800	1
3UTR	19356262	AT5G47810	5
3UTR	19356314	AT5G47810	2
3UTR	19356543	AT5G47810	1
3UTR	19384470	AT5G47870	2
3UTR	19384502	AT5G47870	1
3UTR	19390552	AT5G47890	17
intron	19445486	AT5G48000	2
3UTR	19466166	AT5G48030	2
3UTR	19488582	AT5G48090	2
intron	19491416	AT5G48100	34
intron	19511342	AT5G48120	1
3UTR	19522387	AT5G48150	1
CDS	19529069	AT5G48160	1
CDS	19529526	AT5G48160	1
intron	19554450	AT5G48230	1
3UTR	19564643	AT5G48270	1
3UTR	19574811	AT5G48310	4
3UTR	19587804	AT5G48330	2
CDS	19591508	AT5G48340	1
5UTR	19593249	AT5G48350	1
3UTR	19598464	AT5G48370	1
3UTR	19611798	AT5G48385	1
3UTR	19611836	AT5G48385	1
3UTR	19632959	AT5G48450	1
3UTR	19633115	AT5G48450	1
CDS	19633450	AT5G48450	1
3UTR	19635992	AT5G48460	1
3UTR	19678178	AT5G48545	1
3UTR	19687268	AT5G48560	1
3UTR	19690658	AT5G48570	1
3UTR	19721050	AT5G48620	1
intron	19724575	AT5G48640	2
3UTR	19765183	AT5G48730	1
3UTR	19779858	AT5G48780	1
CDS	19787936	AT5G48800	1
3UTR	19789230	AT5G48810	2
3UTR	19792328	AT5G48820	1
CDS	19833058	AT5G48910	1
CDS	19837132	AT5G48930	2
3UTR	19897625	AT5G49100	1
3UTR	19906071	AT5G49110	1
3UTR	19906240	AT5G49110	1
3UTR	19917537	AT5G49130	1
3UTR	19917612	AT5G49130	11
3UTR	19938253	AT5G49160	46
3UTR	19938395	AT5G49160	23
CDS	19934942	AT5G49160	1
3UTR	19938602	AT5G49170	1
3UTR	19943248	AT5G49190	1
3UTR	19956031	AT5G49215	2
3UTR	19983925	AT5G49290	1
CDS	19983868	AT5G49290	1
3UTR	20011805	AT5G49360	2
CDS	20012192	AT5G49360	43
CDS	20012544	AT5G49360	6
intron	20015060	AT5G49360	2
intron	20015232	AT5G49360	5
5UTR	20051908	AT5G49448	1
5UTR	20051994	AT5G49448	1
3UTR	20077472	AT5G49500	1
CDS	20106900	AT5G49550	2
3UTR	20107197	AT5G49555	2
3UTR	20107316	AT5G49555	4
CDS	20113906	AT5G49570	1
intron	20114361	AT5G49570	4
intron	20129203	AT5G49590	1
3UTR	20189678	AT5G49690	2
3UTR	20189897	AT5G49690	8
3UTR	20197349	AT5G49720	1
CDS	20198005	AT5G49720	1
CDS	20199826	AT5G49720	2
CDS	20199898	AT5G49720	1
3UTR	20221373	AT5G49760	1
5UTR	20229286	AT5G49780	1
CDS	20234870	AT5G49800	2
3UTR	20246082	AT5G49810	2
3UTR	20246119	AT5G49810	2
3UTR	20246381	AT5G49810	1
3UTR	20246625	AT5G49820	3
CDS	20247185	AT5G49820	1
CDS	20248797	AT5G49820	1
intron	20247111	AT5G49820	1
3UTR	20259335	AT5G49840	6
CDS	20258904	AT5G49840	1
CDS	20260471	AT5G49850	1
CDS	20283342	AT5G49880	1
3UTR	20306314	AT5G49910	1
CDS	20305885	AT5G49910	1
3UTR	20306466	AT5G49920	1
3UTR	20319671	AT5G49945	3
CDS	20319345	AT5G49945	11
3UTR	20324071	AT5G49960	1
CDS	20329448	AT5G49970	1
3UTR	20350567	AT5G50011	1
3UTR	20350623	AT5G50011	1
3UTR	20350654	AT5G50011	1
3UTR	20350755	AT5G50011	1
3UTR	20350785	AT5G50011	1
3UTR	20354437	AT5G50020	1
intron	20360317	AT5G50050	1
3UTR	20363524	AT5G50060	1
3UTR	20371023	AT5G50090	56
3UTR	20371056	AT5G50090	12
3UTR	20371091	AT5G50090	28
3UTR	20371182	AT5G50090	2
3UTR	20373280	AT5G50100	1
intron	20392754	AT5G50130	1
3UTR	20402356	AT5G50150	2
intron	20416474	AT5G50160	1
3UTR	20428613	AT5G50175	1
3UTR	20432979	AT5G50180	2
3UTR	20448577	AT5G50230	2
3UTR	20452640	AT5G50240	1
intron	20475611	AT5G50310	1
3UTR	20491353	AT5G50340	2
3UTR	20498661	AT5G50350	1
CDS	20499692	AT5G50350	1
3UTR	20516226	AT5G50380	22
3UTR	20528285	AT5G50410	1
3UTR	20543494	AT5G50450	1
3UTR	20656304	AT5G50790	1
3UTR	20704698	AT5G50900	1
3UTR	20715654	AT5G50920	1
CDS	20715957	AT5G50920	39
CDS	20716159	AT5G50920	1
CDS	20716662	AT5G50920	2
CDS	20716825	AT5G50920	62
CDS	20717770	AT5G50920	1
CDS	20719318	AT5G50920	1
CDS	20719695	AT5G50920	1
CDS	20719737	AT5G50920	1
intron	20719072	AT5G50920	1
CDS	20731242	AT5G50950	4
3UTR	20745748	AT5G51010	3
3UTR	20755814	AT5G51050	1
3UTR	20768549	AT5G51070	45
CDS	20767905	AT5G51070	2
CDS	20801007	AT5G51190	1
3UTR	20843739	AT5G51280	3
3UTR	20844210	AT5G51290	1
intron	20845280	AT5G51290	1
CDS	20868512	AT5G51350	1
3UTR	20874331	AT5G51370	1
CDS	20878078	AT5G51390	1
CDS	20878110	AT5G51390	1
3UTR	20881412	AT5G51410	2
3UTR	20881446	AT5G51410	1
CDS	20882060	AT5G51410	40
CDS	20895811	AT5G51450	1
3UTR	20904408	AT5G51460	1
3UTR	20904475	AT5G51460	4
3UTR	20913618	AT5G51490	1
intron	20933325	AT5G51540	1
3UTR	20937288	AT5G51545	1
3UTR	20937347	AT5G51545	4
3UTR	20951564	AT5G51570	1
3UTR	20956590	AT5G51590	1
3UTR	20975086	AT5G51640	3
3UTR	20995378	AT5G51670	1
3UTR	20995408	AT5G51670	3
3UTR	20998619	AT5G51690	1
3UTR	20999003	AT5G51690	1
CDS	20999504	AT5G51690	1
3UTR	21010452	AT5G51720	1
3UTR	21022629	AT5G51750	1
3UTR	21042924	AT5G51795	1
3UTR	21097147	AT5G51920	1
CDS	21097952	AT5G51920	2
CDS	21113211	AT5G51970	3
3UTR	21116798	AT5G51990	1
3UTR	21116951	AT5G51990	1
CDS	21133089	AT5G52040	1
CDS	21133131	AT5G52040	2
3UTR	21152317	AT5G52060	2
CDS	21152612	AT5G52060	1
intron	21153443	AT5G52060	1
3UTR	21176404	AT5G52120	1
3UTR	21176594	AT5G52120	1
intron	21178573	AT5G52120	1
3UTR	21202804	AT5G52200	1
CDS	21202938	AT5G52200	5
CDS	21203208	AT5G52200	46
3UTR	21207067	AT5G52220	2
3UTR	21207952	AT5G52230	1
CDS	21229354	AT5G52280	1
3UTR	21243566	AT5G52310	1
3UTR	21243656	AT5G52310	1
CDS	21242890	AT5G52310	75
CDS	21243032	AT5G52310	8
3UTR	21260162	AT5G52370	2
3UTR	21279372	AT5G52410	2
3UTR	21282719	AT5G52420	3
CDS	21286940	AT5G52440	3
3UTR	21288940	AT5G52450	2
CDS	21294740	AT5G52470	1
intron	21312202	AT5G52520	1
intron	21312936	AT5G52520	1
intron	21318059	AT5G52530	2
intron	21341962	AT5G52580	1
CDS	21352085	AT5G52630	1
3UTR	21355383	AT5G52640	2
3UTR	21359160	AT5G52660	1
3UTR	21400580	AT5G52810	1
3UTR	21414909	AT5G52850	1
CDS	21415870	AT5G52850	1
3UTR	21452528	AT5G52900	1
3UTR	21452663	AT5G52900	1
3UTR	21473442	AT5G52940	1
3UTR	21473512	AT5G52940	1
3UTR	21485014	AT5G52990	1
3UTR	21485129	AT5G52990	1
3UTR	21502353	AT5G53020	1
3UTR	21506397	AT5G53030	1
3UTR	21508508	AT5G53045	10
intron	21512485	AT5G53050	1
3UTR	21537791	AT5G53130	1
3UTR	21552238	AT5G53140	1
CDS	21563042	AT5G53170	1
intron	21567212	AT5G53170	2
3UTR	21568247	AT5G53180	1
intron	21583784	AT5G53200	1
intron	21587523	AT5G53210	1
3UTR	21598295	AT5G53220	1
intron	21608010	AT5G53280	1
3UTR	21636241	AT5G53310	15
CDS	21634676	AT5G53310	11
3UTR	21640989	AT5G53330	1
CDS	21646851	AT5G53350	4
CDS	21684988	AT5G53440	5
CDS	21685123	AT5G53440	5
3UTR	21709732	AT5G53460	2
3UTR	21710051	AT5G53460	3
CDS	21707817	AT5G53460	5
CDS	21709172	AT5G53460	1
3UTR	21712490	AT5G53470	1
3UTR	21717294	AT5G53480	1
3UTR	21722830	AT5G53486	1
3UTR	21725703	AT5G53500	2
3UTR	21758867	AT5G53550	2
CDS	21760276	AT5G53560	1
3UTR	21760765	AT5G53570	1
3UTR	21765091	AT5G53580	1
CDS	21766591	AT5G53580	1
3UTR	21792342	AT5G53650	1
3UTR	21808005	AT5G53730	1
3UTR	21814183	AT5G53742	1
3UTR	21829978	AT5G53770	2
3UTR	21830013	AT5G53770	1
3UTR	21850042	AT5G53800	2
3UTR	21850083	AT5G53800	1
3UTR	21854020	AT5G53820	1
3UTR	21854062	AT5G53820	1
3UTR	21854164	AT5G53820	1
3UTR	21868593	AT5G53860	1
CDS	21868390	AT5G53860	5
3UTR	21869904	AT5G53870	1
3UTR	21872922	AT5G53880	1
3UTR	21881180	AT5G53895	1
CDS	21912547	AT5G53970	1
3UTR	21936837	AT5G54060	1
CDS	21982273	AT5G54160	2
CDS	21984063	AT5G54160	1
3UTR	21993392	AT5G54200	1
intron	22028288	AT5G54250	1
intron	22029266	AT5G54250	1
3UTR	22037926	AT5G54260	1
CDS	22039618	AT5G54280	1
CDS	22044701	AT5G54280	1
3UTR	22053886	AT5G54300	1
3UTR	22054184	AT5G54300	11
3UTR	22056954	AT5G54310	1
3UTR	22056982	AT5G54310	2
CDS	22057731	AT5G54310	1
CDS	22059065	AT5G54310	5
3UTR	22077125	AT5G54380	1
3UTR	22092143	AT5G54400	11
3UTR	22107740	AT5G54440	1
3UTR	22126383	AT5G54500	3
5UTR	22124530	AT5G54500	1
intron	22133167	AT5G54510	1
CDS	22147954	AT5G54520	1
intron	22181535	AT5G54590	52
intron	22188625	AT5G54620	1
3UTR	22192450	AT5G54630	1
3UTR	22197657	AT5G54650	1
3UTR	22204989	AT5G54660	2
3UTR	22205257	AT5G54660	2
3UTR	22213901	AT5G54670	1
intron	22210161	AT5G54670	86
CDS	22229724	AT5G54710	1
3UTR	22233861	AT5G54730	1
3UTR	22245796	AT5G54760	1
CDS	22245068	AT5G54760	1
3UTR	22247944	AT5G54770	1
CDS	22247429	AT5G54770	1
3UTR	22263752	AT5G54800	1
CDS	22265091	AT5G54810	1
3UTR	22276289	AT5G54830	1
CDS	22285947	AT5G54860	1
3UTR	22298482	AT5G54910	4
3UTR	22298625	AT5G54910	1
3UTR	22305606	AT5G54920	1
CDS	22306495	AT5G54930	1
3UTR	22309764	AT5G54950	1
3UTR	22310663	AT5G54960	1
3UTR	22313667	AT5G54970	1
3UTR	22321799	AT5G55000	1
3UTR	22340184	AT5G55050	1
3UTR	22346507	AT5G55060	1
3UTR	22346540	AT5G55060	2
CDS	22343028	AT5G55060	113
3UTR	22350780	AT5G55070	1
CDS	22348985	AT5G55070	1
3UTR	22371803	AT5G55120	1
3UTR	22380592	AT5G55135	1
3UTR	22380621	AT5G55135	4
3UTR	22381968	AT5G55140	1
3UTR	22383676	AT5G55160	1
3UTR	22390631	AT5G55180	2
CDS	22399929	AT5G55220	2
CDS	22400624	AT5G55220	1
3UTR	22405290	AT5G55230	1
3UTR	22407330	AT5G55240	1
3UTR	22407521	AT5G55250	14
3UTR	22407581	AT5G55250	1
CDS	22426763	AT5G55300	1
CDS	22432266	AT5G55310	4
3UTR	22439894	AT5G55340	1
3UTR	22468117	AT5G55450	21
3UTR	22486510	AT5G55510	1
3UTR	22488152	AT5G55520	4
CDS	22502716	AT5G55550	1
CDS	22502742	AT5G55550	2
CDS	22502901	AT5G55550	1
CDS	22502971	AT5G55550	2
CDS	22503038	AT5G55550	53
CDS	22523502	AT5G55600	1
3UTR	22528019	AT5G55610	1
3UTR	22533221	AT5G55640	1
CDS	22539606	AT5G55660	5
CDS	22539828	AT5G55660	1
intron	22538858	AT5G55660	2
3UTR	22543958	AT5G55670	6
3UTR	22584103	AT5G55810	1
3UTR	22645548	AT5G55920	3
3UTR	22655888	AT5G55930	2
3UTR	22669565	AT5G55970	2
3UTR	22689579	AT5G56030	1
3UTR	22689613	AT5G56030	3
3UTR	22722514	AT5G56120	1
3UTR	22757837	AT5G56220	1
3UTR	22758499	AT5G56230	1
CDS	22761828	AT5G56240	1
CDS	22782246	AT5G56270	5
CDS	22782691	AT5G56270	1
CDS	22782853	AT5G56270	2
CDS	22789038	AT5G56290	1
CDS	22790591	AT5G56290	1
3UTR	22819670	AT5G56340	1
3UTR	22823231	AT5G56360	1
3UTR	22834794	AT5G56368	1
3UTR	22835932	AT5G56370	1
3UTR	22836080	AT5G56370	18
3UTR	22836116	AT5G56370	3
3UTR	22891618	AT5G56530	4
3UTR	22895792	AT5G56550	1
CDS	22934055	AT5G56660	43
CDS	22938120	AT5G56680	1
3UTR	22960856	AT5G56750	1
CDS	22960605	AT5G56750	1
intron	22958619	AT5G56750	1
3UTR	22989321	AT5G56860	2
3UTR	22989380	AT5G56860	2
CDS	22989857	AT5G56860	11
3UTR	23008688	AT5G56870	1
intron	23005786	AT5G56870	1
3UTR	23010631	AT5G56890	1
3UTR	23024266	AT5G56910	1
3UTR	23027837	AT5G56930	1
3UTR	23027879	AT5G56930	1
CDS	23034689	AT5G56950	1
3UTR	23060906	AT5G56990	1
3UTR	23060946	AT5G56990	1
3UTR	23076945	AT5G57020	1
3UTR	23089318	AT5G57050	47
3UTR	23089725	AT5G57050	1
5UTR	23087257	AT5G57050	2
5UTR	23087405	AT5G57050	1
3UTR	23099428	AT5G57080	18
3UTR	23109622	AT5G57110	1
CDS	23112050	AT5G57110	1
intron	23111298	AT5G57110	1
3UTR	23149410	AT5G57130	1
3UTR	23155070	AT5G57160	4
3UTR	23195343	AT5G57240	1
3UTR	23195444	AT5G57240	2
3UTR	23206896	AT5G57290	10
CDS	23209463	AT5G57300	1
3UTR	23211656	AT5G57310	1
3UTR	23229313	AT5G57340	1
CDS	23228293	AT5G57340	2
3UTR	23271141	AT5G57440	1
3UTR	23271439	AT5G57440	1
3UTR	23283697	AT5G57490	2
3UTR	23329267	AT5G57610	1
3UTR	23329460	AT5G57610	11
3UTR	23336497	AT5G57620	1
3UTR	23349838	AT5G57655	1
3UTR	23350058	AT5G57655	1
CDS	23356702	AT5G57660	1
3UTR	23427738	AT5G57815	2
3UTR	23427776	AT5G57815	1
CDS	23435861	AT5G57850	9
CDS	23435956	AT5G57850	1
CDS	23436049	AT5G57850	2
intron	23440357	AT5G57870	1
intron	23444189	AT5G57880	1
3UTR	23449845	AT5G57900	3
3UTR	23456597	AT5G57930	1
CDS	23460233	AT5G57940	1
3UTR	23462392	AT5G57950	5
3UTR	23462493	AT5G57950	2
3UTR	23462829	AT5G57960	1
3UTR	23469977	AT5G57990	1
3UTR	23470051	AT5G57990	1
3UTR	23479571	AT5G58000	2
3UTR	23486735	AT5G58020	1
3UTR	23486899	AT5G58030	2
CDS	23489395	AT5G58040	1
intron	23489716	AT5G58040	20
intron	23489764	AT5G58040	1
intron	23489965	AT5G58040	1
intron	23493107	AT5G58040	2
intron	23493134	AT5G58040	4
intron	23493182	AT5G58040	1
CDS	23500630	AT5G58070	1
CDS	23500907	AT5G58070	1
5UTR	23515269	AT5G58110	19
CDS	23521737	AT5G58130	1
CDS	23525464	AT5G58140	1
CDS	23526524	AT5G58140	1
3UTR	23530082	AT5G58150	3
3UTR	23545241	AT5G58180	2
5UTR	23549961	AT5G58200	1
CDS	23551944	AT5G58200	3
3UTR	23554145	AT5G58210	66
3UTR	23554264	AT5G58210	10
CDS	23556118	AT5G58230	11
3UTR	23561009	AT5G58260	1
intron	23561209	AT5G58260	3
3UTR	23567109	AT5G58270	4
CDS	23573528	AT5G58300	1
3UTR	23579837	AT5G58320	1
3UTR	23584512	AT5G58340	1
3UTR	23587741	AT5G58350	1
3UTR	23595905	AT5G58370	3
3UTR	23595971	AT5G58370	1
intron	23595739	AT5G58370	3
intron	23600618	AT5G58390	1
CDS	23612096	AT5G58410	1
3UTR	23621199	AT5G58420	1
CDS	23621552	AT5G58430	6
3UTR	23632166	AT5G58450	2
CDS	23630967	AT5G58450	1
CDS	23641411	AT5G58480	10
3UTR	23645367	AT5G58500	1
3UTR	23657991	AT5G58520	1
3UTR	23665311	AT5G58550	1
3UTR	23672745	AT5G58560	1
3UTR	23672782	AT5G58570	2
CDS	23680411	AT5G58590	10
CDS	23680437	AT5G58590	24
3UTR	23695803	AT5G58620	1
3UTR	23695949	AT5G58620	2
intron	23693750	AT5G58620	1
intron	23702035	AT5G58660	2
intron	23702447	AT5G58660	1
3UTR	23704432	AT5G58670	1
3UTR	23719518	AT5G58710	6
3UTR	23719827	AT5G58710	3
CDS	23719432	AT5G58710	4
3UTR	23730577	AT5G58760	1
CDS	23744284	AT5G58787	3
3UTR	23745834	AT5G58800	9
3UTR	23762060	AT5G58840	1
3UTR	23783193	AT5G58900	1
3UTR	23808374	AT5G58960	1
5UTR	23811217	AT5G58970	1
intron	23810874	AT5G58970	28
3UTR	23811364	AT5G58980	1
CDS	23812198	AT5G58980	1
intron	23819290	AT5G59000	1
intron	23819516	AT5G59000	1
3UTR	23837332	AT5G59040	1
3UTR	23839222	AT5G59050	1
