region	coord	gene	WT PAT#
3UTR	3430518	AT5G10870	8
3UTR	3430560	AT5G10870	7
3UTR	3433933	AT5G10890	4
3UTR	3441583	AT5G10910	1
3UTR	3443988	AT5G10920	14
CDS	3445811	AT5G10930	4
3UTR	3448713	AT5G10940	3
intron	3451964	AT5G10940	1
3UTR	3455493	AT5G10946	2
3UTR	3455544	AT5G10946	1
3UTR	3455617	AT5G10946	3
3UTR	3455719	AT5G10946	1
3UTR	3455833	AT5G10946	1
3UTR	3456074	AT5G10946	2
3UTR	3465559	AT5G10960	1
3UTR	3465688	AT5G10960	22
3UTR	3478927	AT5G11000	1
3UTR	3486286	AT5G11010	1
3UTR	3486248	AT5G11020	3
3UTR	3490837	AT5G11030	3
3UTR	3500912	AT5G11040	4
3UTR	3500943	AT5G11040	1
3UTR	3513315	AT5G11060	7
3UTR	3516109	AT5G11070	1
3UTR	3525762	AT5G11090	14
3UTR	3525941	AT5G11090	1
5UTR	3524751	AT5G11090	5
3UTR	3541083	AT5G11110	1
3UTR	3546169	AT5G11140	2
3UTR	3546213	AT5G11150	1
3UTR	3546481	AT5G11150	1
3UTR	3546532	AT5G11150	1
3UTR	3552256	AT5G11160	1
3UTR	3570893	AT5G11200	2
3UTR	3581900	AT5G11230	3
3UTR	3581946	AT5G11230	13
3UTR	3586995	AT5G11240	4
3UTR	3587675	AT5G11250	3
CDS	3590500	AT5G11250	1
3UTR	3593382	AT5G11260	7
intron	3593931	AT5G11260	1
3UTR	3595444	AT5G11270	4
3UTR	3598552	AT5G11280	1
3UTR	3598601	AT5G11280	2
3UTR	3601580	AT5G11300	1
3UTR	3608630	AT5G11310	1
3UTR	3617196	AT5G11330	11
CDS	3617750	AT5G11330	1
CDS	3618305	AT5G11330	1
3UTR	3621384	AT5G11340	10
CDS	3624612	AT5G11350	1
3UTR	3640196	AT5G11412	2
3UTR	3647268	AT5G11420	1
3UTR	3647366	AT5G11420	2
intron	3646099	AT5G11420	1
CDS	3649204	AT5G11430	4
intron	3651046	AT5G11430	2
3UTR	3656410	AT5G11450	1
3UTR	3656541	AT5G11450	46
CDS	3674478	AT5G11490	1
3UTR	3678987	AT5G11500	1
intron	3677064	AT5G11500	1
intron	3678462	AT5G11500	1
3UTR	3685004	AT5G11520	2
3UTR	3701549	AT5G11530	2
intron	3696367	AT5G11530	13
3UTR	3702844	AT5G11540	7
3UTR	3702896	AT5G11540	1
CDS	3720963	AT5G11580	1
3UTR	3727533	AT5G11590	10
3UTR	3727660	AT5G11590	1
3UTR	3727694	AT5G11590	2
intron	3737377	AT5G11610	1
intron	3739543	AT5G11620	1
intron	3741110	AT5G11630	2
3UTR	3743974	AT5G11640	3
3UTR	3747205	AT5G11650	1
intron	3745953	AT5G11650	1
3UTR	3760636	AT5G11680	1
3UTR	3762465	AT5G11700	1
3UTR	3762586	AT5G11700	15
3UTR	3762666	AT5G11700	2
3UTR	3762720	AT5G11700	7
3UTR	3762768	AT5G11700	1
3UTR	3776552	AT5G11710	12
CDS	3774105	AT5G11710	1
3UTR	3780060	AT5G11720	1
3UTR	3780219	AT5G11720	6
3UTR	3789061	AT5G11750	1
3UTR	3789231	AT5G11750	1
3UTR	3790690	AT5G11770	2
3UTR	3802649	AT5G11790	21
3UTR	3803339	AT5G11800	14
3UTR	3810586	AT5G11810	9
3UTR	3810634	AT5G11810	2
3UTR	3810665	AT5G11810	1
3UTR	3816462	AT5G11850	1
3UTR	3827401	AT5G11870	1
3UTR	3832669	AT5G11890	2
3UTR	3836358	AT5G11900	2
3UTR	3842305	AT5G11920	8
3UTR	3842404	AT5G11920	1
intron	3841355	AT5G11920	1
3UTR	3868672	AT5G11980	1
CDS	3878692	AT5G12010	1
3UTR	3882277	AT5G12020	1
3UTR	3891363	AT5G12050	2
3UTR	3891569	AT5G12050	2
CDS	3890625	AT5G12050	1
CDS	3891026	AT5G12050	5
3UTR	3898127	AT5G12080	1
3UTR	3914080	AT5G12100	7
3UTR	3914135	AT5G12100	1
3UTR	3915988	AT5G12110	9
3UTR	3922433	AT5G12130	4
3UTR	3922487	AT5G12130	6
intron	3921900	AT5G12130	1
3UTR	3924109	AT5G12150	1
3UTR	3939625	AT5G12180	5
3UTR	3940551	AT5G12190	17
3UTR	3940593	AT5G12190	1
3UTR	3949854	AT5G12210	1
intron	3953608	AT5G12230	1
3UTR	3958233	AT5G12235	1
3UTR	3958277	AT5G12235	6
3UTR	3958903	AT5G12240	1
3UTR	3961023	AT5G12250	1
3UTR	3969919	AT5G12270	1
3UTR	3970018	AT5G12270	2
3UTR	3971843	AT5G12280	2
3UTR	3971888	AT5G12280	2
3UTR	3974102	AT5G12290	1
3UTR	3974181	AT5G12290	8
3UTR	3980190	AT5G12310	2
3UTR	3983974	AT5G12320	1
3UTR	3992839	AT5G12340	151
3UTR	4000802	AT5G12350	2
CDS	3997845	AT5G12350	2
intron	4003851	AT5G12370	1
CDS	4014353	AT5G12400	1
CDS	4020507	AT5G12400	3
3UTR	4024435	AT5G12420	1
3UTR	4024490	AT5G12420	4
CDS	4025433	AT5G12420	1
3UTR	4027982	AT5G12430	29
3UTR	4044543	AT5G12470	2
3UTR	4044621	AT5G12470	32
CDS	4047930	AT5G12480	1
intron	4048289	AT5G12480	2
3UTR	4050911	AT5G12840	1
3UTR	4059463	AT5G12850	3
3UTR	4059507	AT5G12850	1
3UTR	4059669	AT5G12860	2
CDS	4070110	AT5G12890	4
3UTR	4082892	AT5G12930	1
3UTR	4082981	AT5G12930	1
3UTR	4089110	AT5G12940	4
3UTR	4097088	AT5G12950	1
CDS	4096648	AT5G12950	1
CDS	4096787	AT5G12950	1
3UTR	4105399	AT5G12970	9
3UTR	4105382	AT5G12980	2
CDS	4128556	AT5G13010	6
3UTR	4129294	AT5G13020	1
3UTR	4136647	AT5G13050	1
3UTR	4136737	AT5G13050	1
3UTR	4147072	AT5G13060	7
3UTR	4149321	AT5G13070	2
3UTR	4153477	AT5G13090	2
3UTR	4161791	AT5G13110	6
3UTR	4162472	AT5G13120	3
CDS	4179439	AT5G13160	1
3UTR	4197851	AT5G13180	1
CDS	4196692	AT5G13180	1
CDS	4197475	AT5G13180	1
CDS	4205055	AT5G13190	1
3UTR	4208129	AT5G13200	2
CDS	4216584	AT5G13210	1
3UTR	4220598	AT5G13220	1
3UTR	4220630	AT5G13220	2
3UTR	4220757	AT5G13220	127
3UTR	4220815	AT5G13220	93
3UTR	4252867	AT5G13280	21
3UTR	4255482	AT5G13300	1
3UTR	4255512	AT5G13300	4
3UTR	4286270	AT5G13360	2
3UTR	4296724	AT5G13390	1
CDS	4295531	AT5G13390	1
3UTR	4301791	AT5G13420	3
3UTR	4301827	AT5G13420	8
3UTR	4301923	AT5G13420	3
3UTR	4301957	AT5G13420	1
intron	4309429	AT5G13440	1
3UTR	4319931	AT5G13470	1
intron	4318749	AT5G13470	1
3UTR	4326448	AT5G13480	1
3UTR	4326500	AT5G13480	5
3UTR	4342001	AT5G13520	3
3UTR	4354611	AT5G13530	1
CDS	4348322	AT5G13530	1
CDS	4352574	AT5G13530	1
intron	4352358	AT5G13530	1
3UTR	4355276	AT5G13550	3
3UTR	4373190	AT5G13590	1
3UTR	4374523	AT5G13590	1
CDS	4375034	AT5G13590	2
3UTR	4385100	AT5G13610	2
intron	4394153	AT5G13640	1
3UTR	4402654	AT5G13650	48
3UTR	4410271	AT5G13680	1
3UTR	4420099	AT5G13700	7
3UTR	4420127	AT5G13700	3
CDS	4420234	AT5G13700	1
3UTR	4423689	AT5G13710	3
intron	4426104	AT5G13710	2
intron	4426262	AT5G13710	3
3UTR	4429160	AT5G13720	1
3UTR	4441326	AT5G13750	2
3UTR	4441464	AT5G13750	2
3UTR	4441556	AT5G13750	16
3UTR	4444665	AT5G13760	6
3UTR	4445008	AT5G13760	1
intron	4452644	AT5G13800	3
3UTR	4456660	AT5G13810	2
5UTR	4455373	AT5G13810	1
3UTR	4473107	AT5G13860	1
5UTR	4476361	AT5G13870	3
intron	4476575	AT5G13870	1
3UTR	4477280	AT5G13880	3
3UTR	4481184	AT5G13900	2
3UTR	4481242	AT5G13900	2
3UTR	4481280	AT5G13900	1
3UTR	4482218	AT5G13910	1
3UTR	4482288	AT5G13910	2
3UTR	4490365	AT5G13930	1
CDS	4507595	AT5G13970	9
3UTR	4514460	AT5G13990	2
3UTR	4519232	AT5G14000	2
3UTR	4519281	AT5G14000	11
3UTR	4523427	AT5G14020	1
3UTR	4523499	AT5G14020	2
3UTR	4528261	AT5G14030	56
CDS	4531488	AT5G14040	1
CDS	4533991	AT5G14050	1
CDS	4538758	AT5G14060	1
3UTR	4543002	AT5G14080	1
3UTR	4543106	AT5G14080	13
CDS	4543867	AT5G14080	1
3UTR	4549441	AT5G14100	3
3UTR	4549503	AT5G14100	2
intron	4549871	AT5G14100	1
intron	4549912	AT5G14100	1
3UTR	4551976	AT5G14105	18
3UTR	4558535	AT5G14120	2
5UTR	4556210	AT5G14120	17
intron	4563674	AT5G14140	9
3UTR	4565146	AT5G14150	2
3UTR	4571338	AT5G14180	5
3UTR	4578374	AT5G14210	18
3UTR	4583367	AT5G14220	2
3UTR	4583401	AT5G14220	2
3UTR	4596028	AT5G14240	6
3UTR	4604426	AT5G14260	39
3UTR	4604474	AT5G14260	16
CDS	4601324	AT5G14260	1
3UTR	4608910	AT5G14270	4
intron	4607213	AT5G14270	1
3UTR	4611582	AT5G14280	7
3UTR	4617551	AT5G14310	3
3UTR	4617722	AT5G14310	1
CDS	4618305	AT5G14320	1
3UTR	4619698	AT5G14330	1
3UTR	4624827	AT5G14340	1
3UTR	4624955	AT5G14340	1
3UTR	4626051	AT5G14345	2
3UTR	4631696	AT5G14360	1
3UTR	4637311	AT5G14390	7
3UTR	4637368	AT5G14390	7
3UTR	4646754	AT5G14410	4
3UTR	4646783	AT5G14410	24
3UTR	4646875	AT5G14410	1
3UTR	4655898	AT5G14430	1
3UTR	4655942	AT5G14440	4
3UTR	4660154	AT5G14450	16
intron	4658850	AT5G14450	16
3UTR	4662937	AT5G14470	1
3UTR	4670142	AT5G14480	1
3UTR	4674478	AT5G14500	1
intron	4683484	AT5G14520	1
3UTR	4687103	AT5G14540	1
5UTR	4696947	AT5G14570	1
3UTR	4709178	AT5G14600	1
3UTR	4714920	AT5G14610	1
3UTR	4719083	AT5G14640	10
3UTR	4719242	AT5G14640	1
3UTR	4730932	AT5G14680	1
3UTR	4731266	AT5G14680	2
3UTR	4740249	AT5G14700	12
3UTR	4740344	AT5G14700	111
CDS	4740541	AT5G14700	1
CDS	4740705	AT5G14700	1
intron	4742381	AT5G14700	2
intron	4742417	AT5G14700	1
intron	4742475	AT5G14700	26
intron	4742517	AT5G14700	1
3UTR	4757486	AT5G14730	1
3UTR	4757694	AT5G14730	1
5UTR	4758228	AT5G14740	3
intron	4759350	AT5G14740	2
3UTR	4772154	AT5G14760	1
3UTR	4785963	AT5G14800	6
3UTR	4786005	AT5G14800	2
3UTR	4786098	AT5G14800	1
intron	4797857	AT5G14830	3
3UTR	4817921	AT5G14880	1
intron	4826706	AT5G14920	1
CDS	4831762	AT5G14940	1
intron	4833383	AT5G14940	1
intron	4833600	AT5G14940	10
3UTR	4837464	AT5G14950	1
CDS	4848515	AT5G14970	1
CDS	4863448	AT5G15020	1
CDS	4863570	AT5G15020	1
3UTR	4866777	AT5G15030	8
3UTR	4866813	AT5G15030	2
3UTR	4871705	AT5G15050	4
3UTR	4885818	AT5G15070	1
CDS	4881685	AT5G15070	1
3UTR	4888738	AT5G15080	30
3UTR	4888787	AT5G15080	30
intron	4886738	AT5G15080	1
3UTR	4889294	AT5G15090	1
3UTR	4889476	AT5G15090	4
3UTR	4889525	AT5G15090	1
intron	4892246	AT5G15100	24
3UTR	4913698	AT5G15150	8
3UTR	4913754	AT5G15150	1
3UTR	4913814	AT5G15150	4
3UTR	4913881	AT5G15150	1
intron	4914662	AT5G15150	1
3UTR	4921264	AT5G15160	36
CDS	4926709	AT5G15170	1
3UTR	4937747	AT5G15210	1
3UTR	4946145	AT5G15230	2
3UTR	4950341	AT5G15240	2
3UTR	4950383	AT5G15240	1
CDS	4949943	AT5G15240	1
3UTR	4953011	AT5G15254	3
3UTR	4953419	AT5G15260	10
3UTR	4953470	AT5G15260	5
3UTR	4961538	AT5G15270	7
3UTR	4966101	AT5G15280	3
CDS	4965721	AT5G15280	1
3UTR	4968029	AT5G15290	6
3UTR	4978974	AT5G15320	1
3UTR	4982232	AT5G15330	3
intron	4981051	AT5G15330	1
3UTR	4982020	AT5G15340	1
3UTR	4984939	AT5G15350	1
3UTR	4985137	AT5G15350	1
3UTR	4997719	AT5G15400	1
3UTR	5003297	AT5G15410	1
intron	5008727	AT5G15420	1
3UTR	5014278	AT5G15440	1
3UTR	5014324	AT5G15440	1
CDS	5013364	AT5G15440	2
3UTR	5018729	AT5G15460	4
CDS	5036183	AT5G15510	1
3UTR	5040793	AT5G15530	12
CDS	5047966	AT5G15540	1
CDS	5054555	AT5G15540	1
CDS	5055091	AT5G15540	1
intron	5055325	AT5G15540	1
3UTR	5058748	AT5G15550	4
3UTR	5068194	AT5G15570	1
5UTR	5072237	AT5G15580	1
intron	5069322	AT5G15580	2
3UTR	5078947	AT5G15600	1
3UTR	5078973	AT5G15600	1
3UTR	5079066	AT5G15600	5
3UTR	5089867	AT5G15640	1
CDS	5093279	AT5G15650	1
3UTR	5124375	AT5G15710	1
3UTR	5124424	AT5G15710	10
3UTR	5124472	AT5G15710	1
3UTR	5128338	AT5G15725	2
3UTR	5133228	AT5G15730	6
3UTR	5134538	AT5G15740	14
3UTR	5142870	AT5G15750	1
3UTR	5142904	AT5G15750	2
3UTR	5151354	AT5G15800	1
3UTR	5169221	AT5G15830	1
3UTR	5169315	AT5G15830	4
3UTR	5178489	AT5G15860	2
3UTR	5187559	AT5G15880	2
intron	5186901	AT5G15880	2
3UTR	5187507	AT5G15890	4
3UTR	5199717	AT5G15920	1
3UTR	5199768	AT5G15920	1
intron	5195924	AT5G15920	1
3UTR	5202399	AT5G15930	6
3UTR	5202450	AT5G15930	14
3UTR	5204841	AT5G15940	1
3UTR	5204868	AT5G15940	1
3UTR	5204916	AT5G15940	1
3UTR	5208004	AT5G15948	3
3UTR	5208044	AT5G15948	1
3UTR	5210553	AT5G15960	2
3UTR	5212544	AT5G15970	3
3UTR	5215479	AT5G15980	4
3UTR	5215676	AT5G15980	1
3UTR	5229069	AT5G16010	1
CDS	5239267	AT5G16030	2
CDS	5240415	AT5G16030	2
3UTR	5243724	AT5G16050	5
3UTR	5243863	AT5G16050	1
3UTR	5267837	AT5G16120	4
3UTR	5267873	AT5G16120	5
3UTR	5267903	AT5G16120	2
3UTR	5267977	AT5G16120	6
3UTR	5275917	AT5G16150	1
3UTR	5283445	AT5G16190	1
3UTR	5283548	AT5G16190	1
3UTR	5283613	AT5G16190	1
intron	5285242	AT5G16190	1
3UTR	5289632	AT5G16200	4
3UTR	5298237	AT5G16220	1
3UTR	5298300	AT5G16220	35
3UTR	5298351	AT5G16220	4
3UTR	5315874	AT5G16260	1
CDS	5313937	AT5G16260	1
3UTR	5323131	AT5G16280	11
3UTR	5323262	AT5G16280	1
3UTR	5337859	AT5G16290	1
3UTR	5342282	AT5G16310	3
3UTR	5342348	AT5G16310	1
3UTR	5346020	AT5G16320	1
3UTR	5349010	AT5G16340	1
CDS	5353880	AT5G16350	1
intron	5353779	AT5G16350	2
intron	5353838	AT5G16350	2
3UTR	5355081	AT5G16360	11
3UTR	5355161	AT5G16360	8
3UTR	5355211	AT5G16360	3
CDS	5355297	AT5G16360	1
CDS	5355336	AT5G16360	2
CDS	5355394	AT5G16360	6
3UTR	5356706	AT5G16370	2
CDS	5358049	AT5G16370	2
3UTR	5359342	AT5G16380	2
3UTR	5359437	AT5G16380	7
3UTR	5360741	AT5G16390	3
3UTR	5360934	AT5G16390	1
intron	5366719	AT5G16410	1
intron	5366809	AT5G16410	1
intron	5374721	AT5G16450	1
3UTR	5380100	AT5G16470	4
3UTR	5380145	AT5G16470	3
3UTR	5381082	AT5G16480	37
intron	5384695	AT5G16490	2
intron	5384775	AT5G16490	1
intron	5394959	AT5G16520	1
intron	5396817	AT5G16520	1
3UTR	5405148	AT5G16540	1
3UTR	5407183	AT5G16560	4
3UTR	5407245	AT5G16560	2
3UTR	5434182	AT5G16590	5
intron	5433228	AT5G16590	12
3UTR	5440357	AT5G16600	3
3UTR	5462989	AT5G16640	1
3UTR	5463035	AT5G16640	1
3UTR	5463079	AT5G16650	1
3UTR	5463159	AT5G16650	39
intron	5463496	AT5G16650	1
3UTR	5465430	AT5G16660	24
3UTR	5465561	AT5G16660	1
3UTR	5465608	AT5G16660	4
3UTR	5480064	AT5G16690	1
intron	5478341	AT5G16690	1
3UTR	5493438	AT5G16715	4
3UTR	5500942	AT5G16730	2
3UTR	5500765	AT5G16740	1
3UTR	5511024	AT5G16760	2
3UTR	5516927	AT5G16770	1
3UTR	5517544	AT5G16780	15
3UTR	5522544	AT5G16790	2
3UTR	5524319	AT5G16800	27
3UTR	5524449	AT5G16800	2
intron	5525644	AT5G16800	1
intron	5525749	AT5G16800	1
intron	5529452	AT5G16810	1
3UTR	5532861	AT5G16820	4
3UTR	5532781	AT5G16830	3
3UTR	5532834	AT5G16830	70
3UTR	5532893	AT5G16830	7
CDS	5533093	AT5G16830	2
CDS	5534295	AT5G16830	5
CDS	5545667	AT5G16860	1
3UTR	5559842	AT5G16900	2
3UTR	5559929	AT5G16900	1
3UTR	5559956	AT5G16900	1
3UTR	5565699	AT5G16910	2
3UTR	5573071	AT5G16950	2
3UTR	5579076	AT5G16980	1
3UTR	5581811	AT5G16990	1
intron	5583299	AT5G16990	1
3UTR	5584756	AT5G17000	1
3UTR	5587395	AT5G17010	1
3UTR	5587431	AT5G17010	2
3UTR	5602915	AT5G17020	1
intron	5598923	AT5G17020	1
3UTR	5613063	AT5G17060	20
3UTR	5622970	AT5G17100	1
intron	5647223	AT5G17165	3
3UTR	5651023	AT5G17170	1
3UTR	5652891	AT5G17190	40
3UTR	5658192	AT5G17210	1
3UTR	5658228	AT5G17210	1
3UTR	5659711	AT5G17230	2
3UTR	5668907	AT5G17240	2
3UTR	5668973	AT5G17250	1
intron	5671878	AT5G17250	1
3UTR	5675189	AT5G17260	1
3UTR	5675249	AT5G17260	2
3UTR	5686917	AT5G17280	1
3UTR	5690248	AT5G17300	1
CDS	5719010	AT5G17350	2
3UTR	5721480	AT5G17360	7
3UTR	5721677	AT5G17360	1
3UTR	5724714	AT5G17380	1
3UTR	5724794	AT5G17380	1
3UTR	5724831	AT5G17380	1
CDS	5725644	AT5G17380	1
3UTR	5736629	AT5G17410	1
3UTR	5736696	AT5G17410	9
intron	5735247	AT5G17410	14
3UTR	5742300	AT5G17430	1
3UTR	5742395	AT5G17430	5
intron	5745280	AT5G17430	1
3UTR	5753740	AT5G17440	1
3UTR	5756847	AT5G17450	1
intron	5756059	AT5G17450	1
3UTR	5757177	AT5G17460	2
3UTR	5764062	AT5G17490	5
intron	5771690	AT5G17510	1
3UTR	5786456	AT5G17550	2
3UTR	5786559	AT5G17550	16
3UTR	5786632	AT5G17550	1
CDS	5787957	AT5G17550	3
intron	5788801	AT5G17560	1
3UTR	5794731	AT5G17570	1
3UTR	5794760	AT5G17570	2
3UTR	5797135	AT5G17580	1
3UTR	5797133	AT5G17590	1
CDS	5797558	AT5G17590	1
3UTR	5805762	AT5G17620	32
3UTR	5810880	AT5G17630	3
3UTR	5810918	AT5G17630	2
5UTR	5813001	AT5G17640	1
3UTR	5816696	AT5G17650	1
3UTR	5816823	AT5G17650	4
3UTR	5827219	AT5G17680	1
3UTR	5827170	AT5G17690	9
3UTR	5827247	AT5G17690	2
CDS	5829330	AT5G17690	1
intron	5840179	AT5G17710	4
3UTR	5860482	AT5G17760	1
intron	5865487	AT5G17770	12
3UTR	5879194	AT5G17800	1
intron	5878472	AT5G17800	1
3UTR	5887907	AT5G17820	78
3UTR	5888089	AT5G17820	1
intron	5896572	AT5G17840	1
3UTR	5901089	AT5G17850	38
3UTR	5901177	AT5G17850	1
CDS	5900928	AT5G17850	1
CDS	5903644	AT5G17860	1
3UTR	5908818	AT5G17880	2
CDS	5912748	AT5G17880	1
3UTR	5923295	AT5G17890	1
3UTR	5923349	AT5G17890	31
CDS	5918766	AT5G17890	1
CDS	5919139	AT5G17890	1
CDS	5919813	AT5G17890	3
CDS	5919865	AT5G17890	2
CDS	5922215	AT5G17890	2
intron	5917554	AT5G17890	2
CDS	5931959	AT5G17910	1
CDS	5938037	AT5G17920	1
3UTR	5939997	AT5G17930	2
3UTR	5940036	AT5G17930	1
3UTR	5956907	AT5G17980	1
CDS	5958741	AT5G17990	2
3UTR	5962899	AT5G18010	4
3UTR	5966113	AT5G18020	2
3UTR	5966182	AT5G18020	23
3UTR	5968935	AT5G18030	4
3UTR	5969035	AT5G18030	1
3UTR	5974222	AT5G18040	2
3UTR	5974511	AT5G18050	1
3UTR	5974564	AT5G18050	3
3UTR	5976484	AT5G18060	1
3UTR	5976526	AT5G18060	7
3UTR	5976587	AT5G18060	1
3UTR	5984321	AT5G18080	1
3UTR	5988959	AT5G18110	1
3UTR	5993806	AT5G18120	1
3UTR	5994035	AT5G18120	1
5UTR	5995609	AT5G18130	1
3UTR	5999816	AT5G18140	22
3UTR	5999908	AT5G18150	1
intron	6018755	AT5G18210	1
3UTR	6021419	AT5G18230	1
intron	6029525	AT5G18245	1
3UTR	6035413	AT5G18250	2
3UTR	6035455	AT5G18250	3
3UTR	6035499	AT5G18250	4
3UTR	6040870	AT5G18270	3
3UTR	6055063	AT5G18290	7
3UTR	6063046	AT5G18310	4
CDS	6080123	AT5G18360	2
intron	6083401	AT5G18362	3
3UTR	6092617	AT5G18390	1
3UTR	6092670	AT5G18400	1
3UTR	6092738	AT5G18400	220
CDS	6094049	AT5G18400	1
intron	6094579	AT5G18400	3
3UTR	6095994	AT5G18403	9
3UTR	6097159	AT5G18407	1
3UTR	6105419	AT5G18420	1
3UTR	6105521	AT5G18420	50
3UTR	6115824	AT5G18440	6
3UTR	6129286	AT5G18470	6
3UTR	6131168	AT5G18480	1
intron	6136192	AT5G18490	1
CDS	6146073	AT5G18520	1
3UTR	6146719	AT5G18525	2
3UTR	6156177	AT5G18540	19
3UTR	6162873	AT5G18550	1
intron	6160958	AT5G18550	1
3UTR	6164719	AT5G18560	1
CDS	6174501	AT5G18570	1
intron	6175492	AT5G18580	2
intron	6182043	AT5G18590	1
3UTR	6183262	AT5G18600	146
3UTR	6183334	AT5G18600	3
3UTR	6215784	AT5G18640	24
3UTR	6220566	AT5G18650	1
3UTR	6222403	AT5G18661	9
3UTR	6228054	AT5G18670	2
3UTR	6228083	AT5G18670	3
3UTR	6228129	AT5G18680	4
intron	6228995	AT5G18680	1
3UTR	6233488	AT5G18690	1
3UTR	6233553	AT5G18690	2
3UTR	6233584	AT5G18690	1
3UTR	6235043	AT5G18700	2
3UTR	6243558	AT5G18710	1
3UTR	6258035	AT5G18750	1
3UTR	6263446	AT5G18770	12
3UTR	6263502	AT5G18770	2
3UTR	6266174	AT5G18780	26
3UTR	6266014	AT5G18790	1
intron	6266636	AT5G18790	1
3UTR	6286760	AT5G18840	1
3UTR	6287638	AT5G18850	4
CDS	6293614	AT5G18860	1
3UTR	6300410	AT5G18880	4
CDS	6305256	AT5G18900	1
3UTR	6310784	AT5G18920	2
CDS	6310577	AT5G18920	1
3UTR	6311851	AT5G18930	1
3UTR	6328239	AT5G18940	33
3UTR	6328384	AT5G18940	5
3UTR	6333530	AT5G18970	15
CDS	6334513	AT5G18970	1
3UTR	6344727	AT5G19010	2
3UTR	6344775	AT5G19010	23
3UTR	6352585	AT5G19020	1
intron	6356128	AT5G19020	1
3UTR	6357343	AT5G19030	2
3UTR	6357386	AT5G19030	4
3UTR	6357417	AT5G19030	4
intron	6358093	AT5G19030	1
3UTR	6361847	AT5G19040	1
3UTR	6371812	AT5G19050	1
3UTR	6371848	AT5G19050	2
3UTR	6374779	AT5G19060	2
3UTR	6374862	AT5G19060	1
3UTR	6377671	AT5G19070	2
3UTR	6380445	AT5G19080	1
3UTR	6380499	AT5G19080	6
3UTR	6390138	AT5G19090	1
3UTR	6408191	AT5G19100	1
3UTR	6415801	AT5G19130	1
CDS	6417808	AT5G19130	1
3UTR	6426251	AT5G19140	1
intron	6423910	AT5G19140	2
3UTR	6447365	AT5G19170	1
intron	6455097	AT5G19180	1
CDS	6466655	AT5G19220	1
intron	6464247	AT5G19220	1
3UTR	6477888	AT5G19257	1
3UTR	6493382	AT5G19280	1
CDS	6499535	AT5G19310	3
3UTR	6515206	AT5G19340	2
3UTR	6521471	AT5G19350	19
CDS	6521290	AT5G19350	1
3UTR	6526918	AT5G19380	1
intron	6529744	AT5G19380	1
3UTR	6545074	AT5G19400	4
3UTR	6545072	AT5G19410	1
3UTR	6545153	AT5G19410	3
CDS	6549456	AT5G19420	1
intron	6554074	AT5G19430	2
3UTR	6558372	AT5G19440	2
CDS	6557280	AT5G19440	1
CDS	6558785	AT5G19450	1
3UTR	6565452	AT5G19460	1
3UTR	6565636	AT5G19460	28
3UTR	6568697	AT5G19470	1
3UTR	6573547	AT5G19485	1
3UTR	6597731	AT5G19540	1
CDS	6596602	AT5G19540	1
intron	6597202	AT5G19540	1
3UTR	6601701	AT5G19550	9
3UTR	6606445	AT5G19560	2
3UTR	6606501	AT5G19560	1
3UTR	6607223	AT5G19570	3
3UTR	6607259	AT5G19570	1
3UTR	6607386	AT5G19580	10
3UTR	6610669	AT5G19590	5
3UTR	6612832	AT5G19600	1
3UTR	6612891	AT5G19600	1
3UTR	6612967	AT5G19600	2
3UTR	6639542	AT5G19650	1
3UTR	6639586	AT5G19650	1
3UTR	6649528	AT5G19670	1
3UTR	6651783	AT5G19680	2
3UTR	6651907	AT5G19680	140
intron	6654389	AT5G19690	1
intron	6654441	AT5G19690	1
3UTR	6660614	AT5G19700	1
intron	6665599	AT5G19710	2
3UTR	6673283	AT5G19730	9
3UTR	6676862	AT5G19740	5
3UTR	6679318	AT5G19760	4
3UTR	6682433	AT5G19770	6
3UTR	6695139	AT5G19820	3
3UTR	6695227	AT5G19820	4
3UTR	6695300	AT5G19820	1
3UTR	6695531	AT5G19820	1
3UTR	6709795	AT5G19840	5
3UTR	6712061	AT5G19855	1
3UTR	6715999	AT5G19870	2
3UTR	6718995	AT5G19875	10
3UTR	6719074	AT5G19875	1
3UTR	6720478	AT5G19880	2
3UTR	6728215	AT5G19900	2
3UTR	6731075	AT5G19910	2
3UTR	6731121	AT5G19910	1
3UTR	6731184	AT5G19910	1
3UTR	6731259	AT5G19910	3
3UTR	6737582	AT5G19930	4
3UTR	6737683	AT5G19930	1
3UTR	6737723	AT5G19930	15
intron	6742266	AT5G19950	1
3UTR	6746242	AT5G19960	2
3UTR	6749711	AT5G19980	9
CDS	6754647	AT5G19990	1
3UTR	6764756	AT5G20020	2
3UTR	6775869	AT5G20050	4
CDS	6781924	AT5G20070	1
3UTR	6786747	AT5G20080	1
CDS	6785588	AT5G20080	1
CDS	6793019	AT5G20110	1
3UTR	6797024	AT5G20120	1
3UTR	6797072	AT5G20120	5
intron	6796821	AT5G20120	1
CDS	6798278	AT5G20130	1
3UTR	6798831	AT5G20140	3
CDS	6800005	AT5G20140	1
3UTR	6805708	AT5G20165	1
3UTR	6812256	AT5G20180	1
CDS	6815062	AT5G20190	6
3UTR	6821826	AT5G20200	23
3UTR	6826010	AT5G20220	2
intron	6825361	AT5G20220	1
3UTR	6827699	AT5G20230	4
3UTR	6831431	AT5G20240	3
3UTR	6831476	AT5G20240	2
3UTR	6836805	AT5G20250	4
CDS	6835830	AT5G20250	1
CDS	6836477	AT5G20250	1
