region	coord	gene	WT PAT#	Oxt6 PAT#
3UTR	5997266	AT5G18130	48	22
3UTR	5997421	AT5G18130	85	3867
3UTR	5999877	AT5G18140	18	4
3UTR	5999810	AT5G18150	7	1
3UTR	6008445	AT5G18170	394	404
3UTR	6016781	AT5G18200	58	3
3UTR	6021505	AT5G18230	64	10
3UTR	6040964	AT5G18270	2	2
3UTR	6041044	AT5G18270	1	1
3UTR	6041112	AT5G18270	4	2
3UTR	6050563	AT5G18280	57	147
3UTR	6050658	AT5G18280	2	1
3UTR	6058391	AT5G18300	4	11
3UTR	6062928	AT5G18310	4	1
3UTR	6063001	AT5G18310	7	5
3UTR	6063160	AT5G18310	191	16
3UTR	6089996	AT5G18380	1	2
3UTR	6090079	AT5G18380	127	76
3UTR	6110259	AT5G18430	7	1
3UTR	6115930	AT5G18440	1	1
3UTR	6126533	AT5G18460	3	16
3UTR	6126652	AT5G18460	31	159
3UTR	6126724	AT5G18460	13	4
3UTR	6129226	AT5G18470	3	5
3UTR	6129237	AT5G18475	1	1
3UTR	6131208	AT5G18480	99	9
3UTR	6141482	AT5G18500	2	1
3UTR	6141527	AT5G18500	46	9
3UTR	6141631	AT5G18500	75	7
3UTR	6146571	AT5G18520	66	48
CDS	6147040	AT5G18525	1	1
3UTR	6163061	AT5G18550	14	3
3UTR	6163110	AT5G18550	4	1
3UTR	6171613	AT5G18570	3	12
3UTR	6171661	AT5G18570	20	1
CDS	6174472	AT5G18570	12	2
3UTR	6178359	AT5G18580	208	240
3UTR	6178412	AT5G18590	20	50
3UTR	6183299	AT5G18600	2	2
3UTR	6195665	AT5G18610	23	36
CDS	6194984	AT5G18610	3	6
3UTR	6195949	AT5G18620	9	2
3UTR	6215710	AT5G18640	1	6
3UTR	6220686	AT5G18650	43	12
3UTR	6228221	AT5G18680	498	441
3UTR	6228293	AT5G18680	5	19
3UTR	6233665	AT5G18690	12	1
3UTR	6235095	AT5G18700	21	62
3UTR	6257978	AT5G18750	3	5
3UTR	6263298	AT5G18770	9	1
3UTR	6266075	AT5G18790	6	1
3UTR	6266154	AT5G18790	12	30
3UTR	6268540	AT5G18800	147	36
3UTR	6280566	AT5G18830	205	345
3UTR	6286672	AT5G18840	85	18
3UTR	6287479	AT5G18850	624	898
3UTR	6295702	AT5G18860	5	2
3UTR	6304217	AT5G18900	68	147
3UTR	6304288	AT5G18900	1	57
intron	6305946	AT5G18900	1	28
3UTR	6310844	AT5G18920	1	1
3UTR	6328299	AT5G18940	182	8
3UTR	6328378	AT5G18950	1	1
3UTR	6344806	AT5G19010	108	35
3UTR	6352664	AT5G19020	10	25
3UTR	6371898	AT5G19050	22	4
3UTR	6377593	AT5G19070	6	2
3UTR	6380606	AT5G19080	10	1
3UTR	6390069	AT5G19090	3	1
CDS	6388306	AT5G19090	2	4
CDS	6388356	AT5G19090	1	2
3UTR	6411610	AT5G19110	119	4
3UTR	6415806	AT5G19120	167	127
3UTR	6415938	AT5G19130	29	3
3UTR	6426008	AT5G19140	1700	76
intron	6423805	AT5G19140	3	2
3UTR	6429679	AT5G19151	4	1
3UTR	6455961	AT5G19180	17	6
3UTR	6457979	AT5G19190	1	1
3UTR	6458120	AT5G19190	10	9
3UTR	6460841	AT5G19200	27	20
3UTR	6463867	AT5G19210	6	1
3UTR	6463843	AT5G19220	365	647
3UTR	6463882	AT5G19220	2	6
3UTR	6463916	AT5G19220	32	95
intron	6465123	AT5G19220	18	36
intron	6465181	AT5G19220	1	2
3UTR	6468423	AT5G19230	256	45
3UTR	6471011	AT5G19240	2806	12482
3UTR	6472926	AT5G19250	145	43
3UTR	6495218	AT5G19290	1	10
3UTR	6495285	AT5G19290	9	4
intron	6496214	AT5G19300	152	181
5UTR	6507429	AT5G19320	28	85
3UTR	6524145	AT5G19370	10	2
3UTR	6526812	AT5G19380	18	17
CDS	6537136	AT5G19390	8	1
3UTR	6544888	AT5G19400	5	1
3UTR	6544998	AT5G19400	46	1
3UTR	6555712	AT5G19430	2	16
3UTR	6555815	AT5G19430	163	321
3UTR	6558282	AT5G19440	248	604
3UTR	6558446	AT5G19450	48	2
3UTR	6558479	AT5G19450	69	9
3UTR	6565504	AT5G19460	1	1
3UTR	6568798	AT5G19470	4	33
3UTR	6573615	AT5G19485	29	18
3UTR	6581752	AT5G19500	26	24
3UTR	6581703	AT5G19510	1348	493
3UTR	6588978	AT5G19530	25	5
3UTR	6589045	AT5G19530	4	4
3UTR	6597776	AT5G19540	118	179
3UTR	6597892	AT5G19540	2	2
3UTR	6601806	AT5G19550	112	38
3UTR	6610816	AT5G19590	103	543
3UTR	6613032	AT5G19600	2	1
3UTR	6627829	AT5G19620	47	32
3UTR	6628049	AT5G19630	124	4
3UTR	6641993	AT5G19660	2	2
3UTR	6649478	AT5G19670	2	9
3UTR	6658384	AT5G19690	84	49
3UTR	6658522	AT5G19690	1	2
3UTR	6676911	AT5G19740	5	2
3UTR	6679343	AT5G19750	106	74
3UTR	6679424	AT5G19760	255	10
3UTR	6682585	AT5G19770	25	86
3UTR	6682619	AT5G19770	3	10
3UTR	6689127	AT5G19780	293	2779
3UTR	6689239	AT5G19780	2	9
3UTR	6689182	AT5G19790	5	1
3UTR	6695636	AT5G19820	3	1
CDS	6697282	AT5G19820	2	7
3UTR	6709770	AT5G19850	4	1
3UTR	6711955	AT5G19855	49	22
3UTR	6714345	AT5G19860	891	38
3UTR	6719048	AT5G19875	3	1
3UTR	6724154	AT5G19890	5	2
3UTR	6724241	AT5G19890	66	17
3UTR	6728154	AT5G19900	13	8
3UTR	6731287	AT5G19910	1	1
3UTR	6740885	AT5G19940	8403	9698
3UTR	6740881	AT5G19950	4	11
3UTR	6746277	AT5G19960	1	5
3UTR	6746335	AT5G19960	5	2
3UTR	6755022	AT5G19990	945	9397
CDS	6754617	AT5G19990	1	6
3UTR	6759694	AT5G20000	38	37
3UTR	6761918	AT5G20010	52	50
3UTR	6764445	AT5G20020	1	39
3UTR	6764566	AT5G20020	284	428
3UTR	6764686	AT5G20020	6	1
CDS	6764177	AT5G20020	2	3
3UTR	6764867	AT5G20030	8	37
3UTR	6767796	AT5G20040	36	8
3UTR	6767842	AT5G20040	2	4
3UTR	6779637	AT5G20060	43	10
3UTR	6782464	AT5G20070	51	94
CDS	6780828	AT5G20070	1	2
3UTR	6786607	AT5G20080	25	4
3UTR	6786665	AT5G20080	6	2
3UTR	6787037	AT5G20090	771	1318
3UTR	6791486	AT5G20110	7	35
3UTR	6797144	AT5G20120	106	8
3UTR	6798876	AT5G20140	23	1
3UTR	6803626	AT5G20150	72	34
3UTR	6805603	AT5G20165	28	1
3UTR	6807389	AT5G20170	2	3
3UTR	6807469	AT5G20170	6	8
3UTR	6811986	AT5G20180	41	339
3UTR	6812080	AT5G20180	182	322
3UTR	6815295	AT5G20190	46	41
3UTR	6815383	AT5G20190	219	1
3UTR	6821779	AT5G20200	11	3
3UTR	6825909	AT5G20220	1	1
3UTR	6827596	AT5G20230	1850	74
3UTR	6836758	AT5G20250	216	155
CDS	6835096	AT5G20250	2	5
CDS	6835154	AT5G20250	1	1
CDS	6835281	AT5G20250	1	3
3UTR	6840913	AT5G20270	974	907
CDS	6849081	AT5G20280	1	1
3UTR	6851519	AT5G20290	1201	2073
CDS	6852188	AT5G20290	1	1
3UTR	6853435	AT5G20300	1	4
3UTR	6859292	AT5G20320	2	1
3UTR	6881176	AT5G20350	1130	2935
3UTR	6881377	AT5G20350	1	15
3UTR	6898698	AT5G20410	8	4
3UTR	6898781	AT5G20410	2	1
3UTR	6925945	AT5G20480	3	1
3UTR	6926651	AT5G20490	2	266
3UTR	6939845	AT5G20500	715	60
3UTR	6939822	AT5G20510	1	1
3UTR	6943154	AT5G20520	65	7
3UTR	6943311	AT5G20520	18	4
3UTR	6951824	AT5G20540	3	44
3UTR	6951886	AT5G20540	3	1
3UTR	6951971	AT5G20540	8	5
3UTR	6952015	AT5G20540	28	23
3UTR	6956677	AT5G20570	211	1
3UTR	6956715	AT5G20570	84	9
3UTR	6958614	AT5G20580	2	2
3UTR	6958666	AT5G20580	7	5
3UTR	6958708	AT5G20580	1	1
3UTR	6966152	AT5G20590	1	1
3UTR	6966222	AT5G20590	31	3
3UTR	6972938	AT5G20610	3	4
CDS	6972221	AT5G20610	15	2
3UTR	6973077	AT5G20620	11	2
3UTR	6974997	AT5G20630	1	1
3UTR	6975115	AT5G20630	605	393
3UTR	6991103	AT5G20660	6	4
intron	6989953	AT5G20660	2	2
3UTR	6993103	AT5G20670	2	2
3UTR	7001833	AT5G20680	1	1
3UTR	7001886	AT5G20680	11	8
3UTR	7004812	AT5G20690	65	5
3UTR	7005857	AT5G20700	114	65
3UTR	7005965	AT5G20700	6	3
3UTR	7006018	AT5G20700	31	23
3UTR	7006107	AT5G20700	2	3
5UTR	7007016	AT5G20700	2	1
CDS	7006271	AT5G20700	12	205
CDS	7006577	AT5G20700	1	2
intron	7006395	AT5G20700	6	274
3UTR	7014142	AT5G20710	24	27
3UTR	7016412	AT5G20720	532	3651
3UTR	7016546	AT5G20730	22	10
3UTR	7025748	AT5G20740	1220	4570
3UTR	7039905	AT5G20790	202	755
3UTR	7076780	AT5G20860	1	1
3UTR	7079914	AT5G20870	1	3
3UTR	7083968	AT5G20885	22	8
3UTR	7084029	AT5G20885	2	1
3UTR	7086818	AT5G20890	309	198
CDS	7087994	AT5G20890	10	43
3UTR	7092390	AT5G20900	438	25
3UTR	7092538	AT5G20900	13	1
3UTR	7092511	AT5G20910	4	1
3UTR	7092569	AT5G20910	28	13
CDS	7092743	AT5G20910	15	1
3UTR	7094791	AT5G20920	54	53
3UTR	7104022	AT5G20935	18	34
3UTR	7103930	AT5G20940	2	1
3UTR	7107437	AT5G20950	447	647
3UTR	7122437	AT5G20960	2	1
3UTR	7122773	AT5G20960	7	2
3UTR	7124088	AT5G20970	6	58
3UTR	7124386	AT5G20980	1	11
3UTR	7128501	AT5G20990	4	4
3UTR	7128572	AT5G20990	35	120
3UTR	7138566	AT5G21010	1	1
3UTR	7138618	AT5G21010	30	5
3UTR	7138684	AT5G21010	5	2
3UTR	7139681	AT5G21020	238	8
3UTR	7144921	AT5G21040	28	69
3UTR	7149010	AT5G21060	4	3
3UTR	7157742	AT5G21070	38	16
3UTR	7167189	AT5G21090	61	57
3UTR	7170865	AT5G21100	9	5
3UTR	7177528	AT5G21105	24	14
3UTR	7177631	AT5G21105	4	4
3UTR	7177817	AT5G21105	17	10
3UTR	7198325	AT5G21150	1	1
3UTR	7208434	AT5G21170	73	25
3UTR	7214539	AT5G21274	105	42
3UTR	7214611	AT5G21274	5	2
CDS	7214964	AT5G21274	3	3
3UTR	7221940	AT5G21326	73	15
3UTR	7223540	AT5G21430	81	474
3UTR	7230125	AT5G21482	6	5
3UTR	7230179	AT5G21482	42	33
3UTR	7230235	AT5G21482	2	1
3UTR	7230303	AT5G21482	12	1
3UTR	7240450	AT5G21900	1	5
3UTR	7240535	AT5G21900	10	14
3UTR	7249336	AT5G21940	10	49
3UTR	7279862	AT5G22000	3	1
3UTR	7280128	AT5G22000	2	9
3UTR	7280352	AT5G22010	17	198
3UTR	7280426	AT5G22010	1	2
3UTR	7287736	AT5G22020	26	4
3UTR	7287822	AT5G22020	4	5
3UTR	7289702	AT5G22030	1	3
3UTR	7289739	AT5G22030	21	19
3UTR	7289856	AT5G22030	1	1
3UTR	7290018	AT5G22030	1	2
intron	7292626	AT5G22030	5	1
3UTR	7303381	AT5G22050	31	2
3UTR	7303621	AT5G22060	10	1
3UTR	7310417	AT5G22080	14	59
CDS	7311297	AT5G22080	5	381
CDS	7311485	AT5G22080	16	4009
3UTR	7314578	AT5G22090	7	1
3UTR	7314650	AT5G22090	39	23
3UTR	7314691	AT5G22090	1	1
3UTR	7314813	AT5G22090	44	126
CDS	7315103	AT5G22090	1	4
3UTR	7330830	AT5G22100	10	3
3UTR	7330904	AT5G22110	1	1
3UTR	7334425	AT5G22120	9	1
3UTR	7337282	AT5G22130	12	3
3UTR	7340167	AT5G22140	3	3
3UTR	7365531	AT5G22250	198	327
3UTR	7372370	AT5G22270	5	10
3UTR	7374032	AT5G22280	127	1
3UTR	7375951	AT5G22290	38	81
3UTR	7381926	AT5G22300	30	1
3UTR	7390913	AT5G22330	274	294
3UTR	7396829	AT5G22340	43	70
3UTR	7397385	AT5G22350	6	1
3UTR	7397422	AT5G22350	78	1
3UTR	7397618	AT5G22350	11	1
3UTR	7404067	AT5G22360	337	9
3UTR	7408642	AT5G22370	15	45
3UTR	7435075	AT5G22440	9	1
3UTR	7435133	AT5G22440	427	5
3UTR	7443459	AT5G22460	1	1
3UTR	7443526	AT5G22460	8	43
3UTR	7451013	AT5G22470	1	1
3UTR	7451504	AT5G22480	4	1
3UTR	7474058	AT5G22500	19	1
3UTR	7474729	AT5G22510	1	3
3UTR	7474809	AT5G22510	173	1138
3UTR	7479425	AT5G22520	5	1
3UTR	7481154	AT5G22530	4	1
3UTR	7483765	AT5G22550	3	1
3UTR	7483872	AT5G22550	8	3
3UTR	7503256	AT5G22580	162	2
3UTR	7503302	AT5G22580	677	6
intron	7518495	AT5G22620	4	7
3UTR	7526146	AT5G22630	878	2615
3UTR	7533822	AT5G22640	1	1
3UTR	7536210	AT5G22650	4	154
3UTR	7536268	AT5G22650	1	2
3UTR	7545098	AT5G22690	12	1
3UTR	7545506	AT5G22700	13	1
3UTR	7547746	AT5G22710	14	5
3UTR	7547790	AT5G22710	1	1
3UTR	7577878	AT5G22760	19	33
3UTR	7589764	AT5G22780	1	1
3UTR	7589842	AT5G22780	8	17
3UTR	7599153	AT5G22790	52	86
3UTR	7630944	AT5G22830	1	1
3UTR	7633412	AT5G22850	7	3
3UTR	7633490	AT5G22850	148	71
3UTR	7633672	AT5G22850	8	4
3UTR	7651772	AT5G22875	65	6
3UTR	7651978	AT5G22880	25	115
3UTR	7653334	AT5G22890	17	3
3UTR	7653379	AT5G22890	7	3
3UTR	7667166	AT5G22920	197	304
3UTR	7667291	AT5G22920	1	1
3UTR	7679124	AT5G22940	263	6620
3UTR	7682904	AT5G22950	23	4
3UTR	7706826	AT5G23010	45	76
3UTR	7706889	AT5G23010	966	178
3UTR	7706942	AT5G23010	9	72
intron	7704673	AT5G23010	14	10
intron	7704743	AT5G23010	1	1
3UTR	7721787	AT5G23020	59	47
3UTR	7729398	AT5G23040	1378	891
3UTR	7731345	AT5G23050	41	7
3UTR	7736661	AT5G23060	42	27
3UTR	7742978	AT5G23080	18	44
3UTR	7750497	AT5G23090	3	3
3UTR	7754735	AT5G23100	6	5
3UTR	7775653	AT5G23110	23	1
3UTR	7780608	AT5G23120	33	16
3UTR	7783595	AT5G23130	16	7
3UTR	7784990	AT5G23140	50	42
3UTR	7792268	AT5G23150	1	1
3UTR	7792450	AT5G23150	45	14
intron	7791771	AT5G23150	1	1
3UTR	7803187	AT5G23190	4	1
3UTR	7809161	AT5G23200	19	2
3UTR	7814982	AT5G23210	5	4
3UTR	7819841	AT5G23220	2	1
3UTR	7825791	AT5G23230	5	1
3UTR	7826676	AT5G23240	2	5
3UTR	7826747	AT5G23240	16	40
3UTR	7832686	AT5G23250	15	1
3UTR	7832742	AT5G23250	4	2
3UTR	7843912	AT5G23280	1	3
3UTR	7844276	AT5G23280	295	32
3UTR	7844329	AT5G23280	4	1
3UTR	7847524	AT5G23290	50	32
3UTR	7855778	AT5G23330	48	48
CDS	7855737	AT5G23330	2	51
3UTR	7858285	AT5G23340	70	42
3UTR	7870599	AT5G23390	13	84
intron	7872246	AT5G23390	3	12
3UTR	7874676	AT5G23395	21	2
3UTR	7882516	AT5G23400	4	97
3UTR	7882558	AT5G23400	15	10
3UTR	7882846	AT5G23405	29	8
3UTR	7885652	AT5G23410	205	110
3UTR	7893670	AT5G23430	2	1
3UTR	7903084	AT5G23440	11	10
3UTR	7904800	AT5G23450	569	497
3UTR	7904932	AT5G23450	1	5
3UTR	7913481	AT5G23460	49	911
3UTR	7929375	AT5G23510	14	6
3UTR	7929351	AT5G23520	1	8
3UTR	7937347	AT5G23535	78	161
3UTR	7939520	AT5G23540	50	267
3UTR	7939642	AT5G23550	112	7
3UTR	7946110	AT5G23570	3	3
3UTR	7950163	AT5G23575	20	17
3UTR	7950210	AT5G23575	22	1
3UTR	7950205	AT5G23580	18	1
3UTR	7953632	AT5G23590	16	2
3UTR	7960550	AT5G23630	16	2
3UTR	7971653	AT5G23660	34	23
3UTR	7971805	AT5G23660	250	601
3UTR	7985371	AT5G23670	80	17
3UTR	7990562	AT5G23690	11	1
3UTR	7996474	AT5G23710	4	1
3UTR	8002794	AT5G23720	13	2
3UTR	8006464	AT5G23730	3	2
3UTR	8008009	AT5G23740	2	3
3UTR	8008120	AT5G23740	894	49
3UTR	8009830	AT5G23750	7	4
3UTR	8033016	AT5G23820	237	11
3UTR	8034893	AT5G23830	280	32
3UTR	8034938	AT5G23830	52	5
3UTR	8044708	AT5G23860	1	1
3UTR	8044820	AT5G23860	221	63
3UTR	8063184	AT5G23890	25	74
CDS	8062105	AT5G23890	1	3
3UTR	8064078	AT5G23900	16343	68883
3UTR	8073311	AT5G23920	47	1
CDS	8073987	AT5G23920	3	1
3UTR	8076343	AT5G23940	22	4
3UTR	8076382	AT5G23940	3	5
3UTR	8097999	AT5G23980	2	1
3UTR	8110284	AT5G24000	2	2
3UTR	8116574	AT5G24010	14	36
3UTR	8118313	AT5G24030	34	2
3UTR	8118437	AT5G24030	13	5
3UTR	8129978	AT5G24060	32	74
3UTR	8130141	AT5G24060	9	104
3UTR	8157548	AT5G24120	9	4
3UTR	8172425	AT5G24150	10	11
3UTR	8179995	AT5G24155	15	27
3UTR	8182984	AT5G24160	30	13
3UTR	8183055	AT5G24160	9	1
3UTR	8183123	AT5G24160	70	8
3UTR	8189235	AT5G24165	61	18
3UTR	8189485	AT5G24170	64	2
3UTR	8219620	AT5G24210	79	47
3UTR	8234741	AT5G24260	33	619
3UTR	8238664	AT5G24270	26	6
3UTR	8271150	AT5G24300	314	348
3UTR	8276501	AT5G24310	20	1
3UTR	8279197	AT5G24314	70	26
3UTR	8300362	AT5G24340	66	189
3UTR	8319876	AT5G24360	1	2
3UTR	8319918	AT5G24360	8	14
3UTR	8326692	AT5G24380	31	16
3UTR	8330363	AT5G24400	114	15
3UTR	8336739	AT5G24420	41	6
3UTR	8336804	AT5G24420	11	2
3UTR	8339143	AT5G24430	11	7
CDS	8349557	AT5G24450	3	3
3UTR	8355847	AT5G24460	55	41
3UTR	8355950	AT5G24470	33	2
3UTR	8356060	AT5G24470	46	32
3UTR	8370755	AT5G24520	57	2
3UTR	8383333	AT5G24530	244	12
3UTR	8405713	AT5G24570	33	11
3UTR	8416633	AT5G24590	3	3
3UTR	8416665	AT5G24590	220	35
3UTR	8429254	AT5G24610	38	2
3UTR	8432389	AT5G24620	14	11
3UTR	8436817	AT5G24640	2	1
3UTR	8438948	AT5G24650	2	5
3UTR	8443304	AT5G24660	1	3
3UTR	8451169	AT5G24670	1	40
3UTR	8455518	AT5G24680	10	1
3UTR	8455483	AT5G24690	179	492
3UTR	8469917	AT5G24740	6	3
3UTR	8494791	AT5G24760	15	2
3UTR	8500600	AT5G24770	70	7
3UTR	8507595	AT5G24780	1	2
3UTR	8507668	AT5G24780	119	10
3UTR	8516659	AT5G24800	18	10
3UTR	8516715	AT5G24810	87	53
3UTR	8533744	AT5G24830	4	15
3UTR	8533812	AT5G24830	2	10
3UTR	8535331	AT5G24850	69	477
3UTR	8544738	AT5G24870	1	2
3UTR	8544819	AT5G24870	100	224
3UTR	8567580	AT5G24910	1	2
3UTR	8591058	AT5G24930	21	12
3UTR	8591166	AT5G24930	106	137
3UTR	8604316	AT5G24970	2	3
3UTR	8609534	AT5G24980	55	1
3UTR	8611652	AT5G24990	4	2
3UTR	8624287	AT5G25040	14	73
intron	8624027	AT5G25040	2	13
3UTR	8633994	AT5G25050	45	85
3UTR	8634073	AT5G25060	122	201
CDS	8634260	AT5G25060	2	1
3UTR	8641050	AT5G25070	3	1
3UTR	8647008	AT5G25080	20	1
3UTR	8647058	AT5G25080	62	2
3UTR	8648063	AT5G25100	3	1
3UTR	8648132	AT5G25100	24	3
3UTR	8738310	AT5G25220	3	2
3UTR	8738366	AT5G25220	9	1
3UTR	8751529	AT5G25250	4	4
3UTR	8751585	AT5G25250	63	15
3UTR	8754632	AT5G25265	7	35
intron	8761732	AT5G25270	4	3
3UTR	8774794	AT5G25280	273	238
3UTR	8774894	AT5G25280	14	5
3UTR	8775472	AT5G25280	3	3
3UTR	8858019	AT5G25450	16	1
3UTR	8865450	AT5G25460	5	1
3UTR	8865485	AT5G25460	1	4
3UTR	8865518	AT5G25460	58	1
3UTR	8865655	AT5G25460	2184	172
3UTR	8877814	AT5G25490	10	3
3UTR	8882467	AT5G25510	91	5
3UTR	8889621	AT5G25520	18	26
intron	8888014	AT5G25520	10	65
intron	8888368	AT5G25520	1	4
3UTR	8891596	AT5G25540	177	6
3UTR	8891665	AT5G25540	3	1
3UTR	8901614	AT5G25560	1	1
3UTR	8901649	AT5G25560	12	1
CDS	8909436	AT5G25590	1	4
3UTR	8914260	AT5G25610	806	1404
CDS	8915477	AT5G25610	1	1
3UTR	8955663	AT5G25754	111	19
3UTR	8965212	AT5G25757	3	2
3UTR	8965266	AT5G25757	10	1
3UTR	8965376	AT5G25757	30	2
3UTR	8969238	AT5G25770	7	4
3UTR	8973299	AT5G25780	80	164
3UTR	8997233	AT5G25820	1	1
3UTR	9010739	AT5G25840	180	117
3UTR	9010848	AT5G25840	4	2
3UTR	9034738	AT5G25890	1	1
3UTR	9034806	AT5G25890	110	6
3UTR	9038378	AT5G25900	8	13
3UTR	9054077	AT5G25930	1	1
3UTR	9079529	AT5G26000	789	8
3UTR	9079592	AT5G26000	1	2
3UTR	9085352	AT5G26010	3	1
3UTR	9099127	AT5G26030	1050	521
3UTR	9099147	AT5G26040	29	8
3UTR	9146506	AT5G26160	9	1
intron	9152706	AT5G26180	23	1
3UTR	9153584	AT5G26190	2	3
3UTR	9158365	AT5G26210	13	11
3UTR	9158482	AT5G26210	1	1
3UTR	9202267	AT5G26260	16	3
3UTR	9210568	AT5G26280	790	6
3UTR	9243462	AT5G26340	2	1
3UTR	9243584	AT5G26340	43	3
3UTR	9243704	AT5G26340	28	22
3UTR	9255153	AT5G26360	7	3
3UTR	9255201	AT5G26360	2	2
3UTR	9267592	AT5G26570	6	2
3UTR	9267654	AT5G26570	32	4
3UTR	9320971	AT5G26670	12	3
3UTR	9321063	AT5G26670	4	1
3UTR	9308342	AT5G26710	2	1
3UTR	9296028	AT5G26731	1	1
3UTR	9294555	AT5G26740	65	8
3UTR	9285026	AT5G26742	3	1
3UTR	9285081	AT5G26742	590	118
3UTR	9399454	AT5G26751	126	16
3UTR	9399509	AT5G26751	2	1
3UTR	9407785	AT5G26770	29	24
3UTR	9421971	AT5G26780	1	1
3UTR	9422123	AT5G26780	9	9
3UTR	9423572	AT5G26790	1	3
3UTR	9426710	AT5G26800	91	6
3UTR	9441711	AT5G26830	33	32
CDS	9440316	AT5G26830	1	1
CDS	9441197	AT5G26830	5	7
3UTR	9450764	AT5G26850	1	1
3UTR	9456793	AT5G26860	1	2
3UTR	9457081	AT5G26870	1	2
CDS	9457627	AT5G26870	1	1
3UTR	9457701	AT5G26880	29	9
3UTR	9457768	AT5G26880	59	555
3UTR	9465905	AT5G26910	1	1
3UTR	9466014	AT5G26910	5	1
3UTR	9478671	AT5G26920	4	148
3UTR	9478732	AT5G26920	5	432
3UTR	9484733	AT5G26960	43	156
3UTR	9488137	AT5G26980	4	8
3UTR	9488175	AT5G26980	1	3
3UTR	9488214	AT5G26980	1	9
3UTR	9488593	AT5G26980	1	116
3UTR	9488671	AT5G26980	1	27
3UTR	9493845	AT5G26990	31	17
3UTR	9493898	AT5G26990	12	2
3UTR	9538444	AT5G27110	4	1
3UTR	9557514	AT5G27150	467	79
3UTR	9588042	AT5G27230	2	6
3UTR	9609704	AT5G27270	31	29
intron	9608905	AT5G27270	1	30
3UTR	9618474	AT5G27280	39	2
3UTR	9618550	AT5G27280	1	1
3UTR	9618504	AT5G27290	267	216
3UTR	9631163	AT5G27320	26	2
3UTR	9632702	AT5G27330	1	1
3UTR	9632812	AT5G27330	1	1
3UTR	9654335	AT5G27350	14	1
3UTR	9654398	AT5G27350	433	15
3UTR	9668083	AT5G27380	118	131
3UTR	9674372	AT5G27390	17	9
3UTR	9671552	AT5G27395	2	6
3UTR	9678385	AT5G27400	72	14
3UTR	9682845	AT5G27410	4	4
3UTR	9685324	AT5G27420	1	3
3UTR	9685355	AT5G27420	201	3
3UTR	9689344	AT5G27430	75	21
3UTR	9693226	AT5G27450	14	3
3UTR	9697280	AT5G27470	53	13
3UTR	9714395	AT5G27520	369	1267
3UTR	9733786	AT5G27560	89	10
3UTR	9746969	AT5G27600	11	2
3UTR	9747008	AT5G27600	7	2
3UTR	9781106	AT5G27640	827	1234
CDS	9781412	AT5G27640	52	19
CDS	9781504	AT5G27640	7	17
3UTR	9789312	AT5G27650	13	17
3UTR	9792589	AT5G27670	149	43
3UTR	9805081	AT5G27690	12	61
3UTR	9805158	AT5G27690	21	16
3UTR	9807436	AT5G27700	764	2974
3UTR	9815178	AT5G27710	1	1
3UTR	9822985	AT5G27730	46	21
3UTR	9827009	AT5G27740	2	13
3UTR	9827055	AT5G27740	59	1
3UTR	9830186	AT5G27750	10	1
3UTR	9831677	AT5G27760	7	1
3UTR	9831784	AT5G27760	100	12
intron	9831143	AT5G27760	3	1
3UTR	9837277	AT5G27770	8622	11662
3UTR	9861097	AT5G27820	32	2
3UTR	9862819	AT5G27830	28	6
3UTR	9862923	AT5G27840	1	2
3UTR	9874426	AT5G27850	323	459
3UTR	9874894	AT5G27860	381	175
3UTR	9905869	AT5G27890	3	6
3UTR	9905960	AT5G27890	4	2
3UTR	9958056	AT5G27930	1	1
3UTR	9958117	AT5G27930	196	354
3UTR	9987984	AT5G27950	19	2
CDS	9986898	AT5G27950	9	5
3UTR	10015623	AT5G27970	8	6
3UTR	10018406	AT5G27990	200	144
3UTR	10025486	AT5G28010	1	10
3UTR	10026203	AT5G28020	111	171
3UTR	10026252	AT5G28020	212	1461
3UTR	10030387	AT5G28030	2	13
3UTR	10037253	AT5G28040	46	4
3UTR	10037390	AT5G28040	11	11
3UTR	10043999	AT5G28050	81	32
3UTR	10044101	AT5G28050	3	2
3UTR	10069588	AT5G28060	1469	128
3UTR	10190360	AT5G28220	12	1
3UTR	10190415	AT5G28220	5	5
3UTR	10207352	AT5G28237	4	5
3UTR	10278686	AT5G28290	10	2
3UTR	10278731	AT5G28290	6	1
3UTR	10292568	AT5G28300	1	1
3UTR	10292696	AT5G28300	16	138
CDS	10293150	AT5G28300	1	8
CDS	10293801	AT5G28300	3	11
CDS	10293996	AT5G28300	1	2
3UTR	10479219	AT5G28500	282	1897
CDS	10482342	AT5G28510	4	4
3UTR	10524758	AT5G28530	152	49
3UTR	10524965	AT5G28530	21	117
3UTR	10540463	AT5G28540	46	76
3UTR	10540562	AT5G28540	75	184
CDS	10540898	AT5G28540	102	182
3UTR	10647570	AT5G28640	15	3
3UTR	10677728	AT5G28650	1	1
3UTR	10783921	AT5G28740	59	106
3UTR	10784004	AT5G28750	242	8
3UTR	10796458	AT5G28770	45	30
3UTR	10858621	AT5G28830	44	40
3UTR	10862316	AT5G28840	3	46
3UTR	10876910	AT5G28850	19	1
3UTR	10876977	AT5G28850	1	1
3UTR	10940071	AT5G28920	1	2
3UTR	10940431	AT5G28920	15	11
3UTR	11614350	AT5G30490	16	69
3UTR	11614478	AT5G30490	15	1
3UTR	11614526	AT5G30490	3	7
3UTR	11619020	AT5G30510	11	1
3UTR	11619100	AT5G30510	422	57
