id	Protein IDs	Majority protein IDs	Protein names	Gene names	iBAQ CCL_H rep1	log10 IBAQ CCL rep1	iBAQ CCL_L rep2	log10 IBAQ CCL rep2	iBAQ CCL_L rep3	log10 IBAQ CCL rep3	Median IBAQ CCL	log10 Median CCL	Ratio CCl_H/NoCL_L rep1	Ratio CLL_L/NoCL_H rep2	Ratio CLL_L/NoCL_H rep3	iBAQ	iBAQ L	iBAQ H	iBAQ rep1	iBAQ NoCL_L rep1	iBAQ rep2	iBAQ NoCL_H rep2	iBAQ rep3	iBAQ NoCL_H rep3	GOBP name	GOMF name	GOCC name	KEGG name	Pfam	Ratio H/L count rep1	Ratio H/L count rep2	Ratio H/L count rep3	Intensity L	Intensity H	Intensity rep1	Intensity L rep1	Intensity H rep1	Intensity rep2	Intensity L rep2	Intensity H rep2	Intensity rep3	Intensity L rep3	Intensity H rep3
692	Q9LXG1;B3H7J6;Q9SZ81	Q9LXG1;B3H7J6	40S ribosomal protein S9-1	RPS9B	38186000	7.5819041682	29415000	7.4685688527	122860000	8.089410511	38186000	7.5819041682	5.58307	7.7322	7.30753	191110000	152340000	38766000	38254000	67756	29510000	95861	123340000	484440	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	binding;nucleic acid binding;RNA binding;rRNA binding;structural constituent of ribosome;structural molecule activity	cell junction;cell part;cell wall;cell-cell junction;chloroplast;cytoplasmic part;cytosolic small ribosomal subunit;external encapsulating structure;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;macromolecular complex;membrane;membrane-bounded organelle;non-membrane-bounded organelle;nuclear part;nucleolus;organelle;organelle membrane;organelle part;plasmodesma;plastid;ribonucleoprotein complex;ribosome;small ribosomal subunit;vacuolar membrane;vacuolar part	Ribosome	Ribosomal_S4;S4	7	7	11	1675800000	426430000	420790000	745320	420050000	324610000	323560000	1054500	1356800000	1351500000	5328900
693	Q9LXJ8;F4K739	Q9LXJ8		F3C22_60	376090	5.575291786	392090	5.593385766	3584600	6.5544407005	392090	5.593385766	2.91152	1.80158	3.49463	4680400	3993600	686830	392960	16862	458820	66726	3828600	244010		binding;nucleic acid binding;nucleotide binding	cell part;cytoplasmic part;cytosol;intracellular part		RRM_1	5	8	10	83865000	14423000	8252100	354110	7898000	9635100	8233900	1401200	80401000	75277000	5124200
694	Q9LY75-2;Q9LY75;Q9LY75-3	Q9LY75-2;Q9LY75;Q9LY75-3		MAA21_30	0	NaN	126360	5.1016096172	94039	4.9733080022	94039	4.9733080022	NaN	NaN	-1.51435	322870	220400	102480	0	0	130530	4167.4	192350	98309	cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cellular protein metabolic process;macromolecule metabolic process;macromolecule modification;metabolic process;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;peptidyl-amino acid modification;peptidyl-proline modification;primary metabolic process;protein folding;protein metabolic process;protein modification process;protein peptidyl-prolyl isomerization;RNA metabolic process;RNA processing;RNA splicing	catalytic activity;cis-trans isomerase activity;isomerase activity;peptidyl-prolyl cis-trans isomerase activity			Pro_isomerase	0	1	3	4628400	2152000	0	0	0	2741100	2653600	87515	4039300	1974800	2064500
695	Q9LYK9	Q9LYK9	40S ribosomal protein S26-3	RPS26C	180580	5.2566696487	133830	5.126553478	1219700	6.0862530238	180580	5.2566696487	NaN	NaN	NaN	1634400	1367200	267190	194270	13688	153140	19305	1287000	67310	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	structural constituent of ribosome;structural molecule activity	cell part;cytosolic small ribosomal subunit;intracellular organelle part;intracellular part;macromolecular complex;membrane;organelle part;ribonucleoprotein complex;small ribosomal subunit	Ribosome	Ribosomal_S26e	1	1	1	6835900	1336000	971330	68442	902890	765690	669160	96524	6434800	6098300	336550
696	Q9LYN7	Q9LYN7	Protein MEI2-like 4	ML4	20518	4.3121350255	17106	4.2331484677	258180	5.4119225965	20518	4.3121350255	2.68388	2.52102	2.20051	325020	277090	47928	22327	1809.8	19091	1985.9	283600	25425	anatomical structure development;biological regulation;cell cycle phase;cell cycle process;cellular process;developmental process;meiosis;meristem development;positive regulation of biological process;positive regulation of cell cycle process;positive regulation of cellular process;positive regulation of growth;positive regulation of meiosis;regulation of biological process;regulation of cell cycle;regulation of cell cycle process;regulation of cellular process;regulation of growth;regulation of meiosis;regulation of meiotic cell cycle;tissue development	binding;nucleic acid binding;nucleotide binding;RNA binding			RRM_1;RRM_2	2	2	6	10529000	1821300	848440	68772	779670	725480	650010	75464	10777000	9810700	966150
697	Q9LZ72	Q9LZ72	3-ketoacyl-CoA synthase 21	KCS21	3599.9	3.5562904369	2680.3	3.4281834064	0	NaN	2680.3	3.4281834064	NaN	NaN	NaN	7996.6	4032.7	3963.9	4952.3	1352.4	3044.2	363.96	0	0	biosynthetic process;carboxylic acid biosynthetic process;carboxylic acid metabolic process;cellular biosynthetic process;cellular ketone metabolic process;cellular lipid metabolic process;cellular metabolic process;cellular process;fatty acid biosynthetic process;fatty acid metabolic process;lipid biosynthetic process;lipid metabolic process;metabolic process;monocarboxylic acid metabolic process;organic acid biosynthetic process;organic acid metabolic process;oxoacid metabolic process;primary metabolic process;response to abiotic stimulus;response to cold;response to light stimulus;response to radiation;response to stimulus;response to stress;response to temperature stimulus;small molecule biosynthetic process;small molecule metabolic process	catalytic activity;transferase activity;transferase activity, transferring acyl groups;transferase activity, transferring acyl groups other than amino-acyl groups	cell part;integral to membrane;intrinsic to membrane;membrane part		ACP_syn_III_C;FAE1_CUT1_RppA	1	1	0	92752	91169	113900	31106	82798	70017	61646	8371.1	0	0	0
698	Q9LZH9;P49692;Q570Q7	Q9LZH9;P49692	60S ribosomal protein L7a-2;60S ribosomal protein L7a-1	RPL7AB;RPL7AA	0	NaN	43893	4.642395265	224650	5.3515064229	43893	4.642395265	NaN	NaN	NaN	391040	268540	122500	0	0	107860	63972	283180	58531	cellular component biogenesis;cellular component biogenesis at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular process;ribonucleoprotein complex biogenesis;ribosome biogenesis		cell junction;cell part;cell-cell junction;chloroplast;cytoplasmic part;cytosolic large ribosomal subunit;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane;membrane-bounded organelle;non-membrane-bounded organelle;nuclear part;nucleolus;organelle;organelle membrane;organelle part;plasmodesma;plastid;ribonucleoprotein complex;ribosome;vacuolar membrane;vacuolar part	Ribosome	Ribosomal_L7Ae	0	1	1	2953900	1347500	0	0	0	1186500	482820	703690	3115000	2471100	643850
699	Q9LZJ2	Q9LZJ2		F26K9_160	2984.4	3.4748570313	56812	4.7544400784	172900	5.2377949933	56812	4.7544400784	-1.01815	0.703948	0.360249	440930	243080	197860	16352	13368	92164	35351	332420	159520						2	3	4	4618400	3759300	310690	253990	56703	1751100	1079400	671670	6315900	3285000	3030900
700	Q9LZQ4;A0A097PPH7;Q56XW4	Q9LZQ4;A0A097PPH7;Q56XW4		T12C14_60;At3g62360	0	NaN	10696	4.0292213943	10782	4.0326993275	10696	4.0292213943	NaN	NaN	NaN	22499	21478	1021	0	0	11306	609.7	11193	411.27			cell part;cell wall;cytoplasmic part;endoplasmic reticulum;external encapsulating structure;Golgi apparatus;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;membrane;membrane-bounded organelle;organelle;organelle membrane;organelle part;plant-type cell wall;vacuolar membrane;vacuolar part			0	1	1	1202800	57174	0	0	0	633140	599000	34143	626820	603790	23031
701	Q9LZR5	Q9LZR5	Histone deacetylase HDT3	HDT3	0	NaN	51575	4.7124392366	109880	5.0409186507	51575	4.7124392366	NaN	NaN	2.18843	178930	161460	17476	0	0	54258	2683.1	124670	14793	biological regulation;biosynthetic process;cellular biosynthetic process;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;chromatin modification;chromatin organization;chromosome organization;developmental process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;multicellular organismal development;multicellular organismal process;negative regulation of biological process;negative regulation of biosynthetic process;negative regulation of cellular biosynthetic process;negative regulation of cellular macromolecule biosynthetic process;negative regulation of cellular metabolic process;negative regulation of cellular process;negative regulation of gene expression;negative regulation of macromolecule biosynthetic process;negative regulation of macromolecule metabolic process;negative regulation of metabolic process;negative regulation of nitrogen compound metabolic process;negative regulation of nucleobase-containing compound metabolic process;negative regulation of RNA metabolic process;negative regulation of transcription, DNA-dependent;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;organelle organization;primary metabolic process;regulation of biological process;regulation of biosynthetic process;regulation of cellular biosynthetic process;regulation of cellular macromolecule biosynthetic process;regulation of cellular metabolic process;regulation of cellular process;regulation of gene expression;regulation of macromolecule biosynthetic process;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of nitrogen compound metabolic process;regulation of nucleobase-containing compound metabolic process;regulation of primary metabolic process;regulation of RNA metabolic process;regulation of transcription, DNA-dependent;response to abiotic stimulus;response to abscisic acid stimulus;response to chemical stimulus;response to endogenous stimulus;response to hormone stimulus;response to organic substance;response to osmotic stress;response to salt stress;response to stimulus;response to stress;response to water;response to water deprivation;RNA biosynthetic process;RNA metabolic process;transcription, DNA-dependent	binding;catalytic activity;cation binding;hydrolase activity;ion binding;metal ion binding;transition metal ion binding;zinc ion binding	cell part;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;non-membrane-bounded organelle;nuclear part;nucleolus;organelle;organelle part			0	1	3	2744700	297100	0	0	0	922390	876770	45613	2119400	1868000	251480
702	Q9LZX1-2;Q9LZX1	Q9LZX1-2;Q9LZX1	Protein LURP-one-related 15		0	NaN	0	NaN	58563	4.7676233162	0	Err:502	NaN	NaN	NaN	456740	58563	398180	0	0	0	0	456740	398180			cell part;chloroplast;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;organelle;plastid		Tub_2	0	0	1	585630	3981800	0	0	0	0	0	0	4567400	585630	3981800
703	Q9M047;Q94JX2;P93652;Q9M047-2	Q9M047;Q94JX2;P93652;Q9M047-2		F1I16_180;atl2	141520	5.1508178199	633060	5.8014448734	471680	5.6736474618	471680	5.6736474618	3.13868	4.5863	3.3691	1656600	1122400	534190	159170	17651	643100	10038	854310	382630		binding;cation binding;ion binding;metal ion binding;transition metal ion binding;zinc ion binding			LIM	2	2	3	15713000	7478600	2228400	247120	1981300	9003300	8862800	140530	11960000	6603600	5356800
704	Q9M065	Q9M065	Pentatricopeptide repeat-containing protein At4g36680, mitochondrial		1408100	6.1486334985	869290	5.9391646837	2889900	6.460882815	1408100	6.1486334985	5.19775	2.45451	3.3189	5368900	3806400	1562600	1455300	47188	936640	67349	2977000	87167			cell part;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;mitochondrion;organelle		PPR	5	7	8	95159000	39065000	36381000	1179700	35202000	23416000	21732000	1683700	74426000	72247000	2179200
705	Q9M0E2	Q9M0E2	60S ribosomal protein L28-2	RPL28C	0	NaN	172970	5.2379707854	273770	5.437385856	172970	5.2379707854	NaN	NaN	NaN	841450	446750	394710	0	0	274750	101780	566700	292930	biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation	structural constituent of ribosome;structural molecule activity	cell junction;cell part;cell-cell junction;cytosolic large ribosomal subunit;intracellular organelle part;intracellular part;large ribosomal subunit;macromolecular complex;membrane;organelle part;plasma membrane;plasmodesma;ribonucleoprotein complex	Ribosome		0	1	1	3127200	2763000	0	0	0	1923300	1210800	712460	3966900	1916400	2050500
706	Q9M1E4	Q9M1E4		F9K21.210	0	NaN	9225.4	3.9649852056	67972	4.8323300487	9225.4	3.9649852056	NaN	NaN	NaN	141230	77197	64035	0	0	58139	48913	83094	15122		binding;cation binding;ion binding;metal ion binding;nucleic acid binding;nucleotide binding;transition metal ion binding;zinc ion binding	cell junction;cell-cell junction;plasmodesma	RNA degradation	RRM_1	0	1	1	4400200	3650000	0	0	0	3313900	525850	2788000	4736400	3874400	861970
707	Q9M1H3	Q9M1H3	ABC transporter F family member 4	ABCF4	9798.9	3.9911773256	0	NaN	0	NaN	0	Err:502	NaN	NaN	NaN	9798.9	0	9798.9	9798.9	0	0	0	0	0	ATP catabolic process;ATP metabolic process;catabolic process;cellular catabolic process;cellular metabolic process;cellular nitrogen compound catabolic process;cellular nitrogen compound metabolic process;cellular process;heterocycle catabolic process;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound catabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleoside phosphate metabolic process;nucleoside triphosphate catabolic process;nucleoside triphosphate metabolic process;nucleotide catabolic process;nucleotide metabolic process;primary metabolic process;purine nucleoside triphosphate catabolic process;purine nucleoside triphosphate metabolic process;purine nucleotide catabolic process;purine nucleotide metabolic process;purine ribonucleoside triphosphate catabolic process;purine ribonucleoside triphosphate metabolic process;purine ribonucleotide catabolic process;purine ribonucleotide metabolic process;purine-containing compound catabolic process;purine-containing compound metabolic process;ribonucleoside triphosphate catabolic process;ribonucleoside triphosphate metabolic process;ribonucleotide catabolic process;ribonucleotide metabolic process;small molecule metabolic process	adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;binding;catalytic activity;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleoside-triphosphatase activity;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding;transporter activity			ABC_tran	0	0	0	0	313570	313570	0	313570	0	0	0	0	0	0
