Peak class,Chromosome,Start,End,Length,"Enrichment (Input/IP, Log2)",FDR,Peak position,Gene
PeakBoth,Chr5,8754756,8754851,95,-4.1600189438,8.22E-17,StopCodon,AT5G25265
PeakBoth,Chr5,8756751,8756876,125,-3.0665225069,6.89E-16,StartCodon,AT5G25265
PeakBoth,Chr5,8951344,8951501,157,-4.3925370364,7.15E-05,StopCodon,RBL11
PeakBoth,Chr5,8953201,8953301,100,-3.020082194,1.11E-09,StartCodon,RBL11
PeakStop,Chr5,8979745,8979851,106,-4.3961990999,2.36E-08,StopCodon,AT5G25800
PeakStart,Chr5,9011351,9011451,100,-3.7141349954,2.63E-10,StartCodon,AT5G25840
PeakStop,Chr5,9118053,9118201,148,-4.9212060629,4.66E-08,StopCodon,AT5G26110
PeakStop,Chr5,9194476,9194576,100,-4.3590328484,2.71E-07,3pUTR,CLC-D
PeakStop,Chr5,9241726,9241851,125,-3.1784444989,0.0012115469,StopCodon,AT5G26330
PeakStart,Chr5,9288751,9288851,100,-3.1713046869,4.10E-07,StartCodon,emb1138
PeakMul,Chr5,9294427,9294526,99,-3.3373665667,0.0006947952,StopCodon,AT5G26740
PeakMul,Chr5,9294634,9294726,92,-3.6543977093,3.23E-05,3pUTR,AT5G26740
PeakStop,Chr5,9399484,9399626,142,-4.1150806012,3.90E-18,StopCodon,SK 11
PeakMul,Chr5,9450101,9450301,200,-4.0008716843,5.89E-11,CDS,AT5G26850
PeakMul,Chr5,9450561,9450676,115,-5.0389139819,1.47E-24,StopCodon,AT5G26850
PeakStart,Chr5,9485926,9486001,75,-3.529802381,9.60E-08,StartCodon,AT5G26960
PeakStop,Chr5,9493651,9493776,125,-3.2711249053,1.98E-09,StopCodon,AT5G26990
PeakStop,Chr5,9557290,9557426,136,-3.1047282399,0.0001781289,StopCodon,ATNHX1
PeakStop,Chr5,9618351,9618451,100,-3.1854194976,4.30E-05,StopCodon,AT5G27280
PeakStop,Chr5,9618542,9618701,159,-4.1324561806,8.74E-23,StopCodon,AT5G27290
PeakMid,Chr5,9634026,9634201,175,-2.5749321972,0.0001137286,CDS,AT5G27330
PeakStop,Chr5,9689239,9689301,62,-4.3861143676,2.47E-14,3pUTR,AT5G27430
PeakStop,Chr5,9727151,9727326,175,-3.5495385765,2.77E-06,StopCodon,emb2473
PeakStop,Chr5,9733576,9733701,125,-3.5158964437,9.95E-09,StopCodon,AT5G27560
PeakMid,Chr5,9804651,9804726,75,-2.7254826856,0.0011327523,CDS,AT5G27690
PeakStop,Chr5,9807447,9807601,154,-4.3156094025,2.25E-17,StopCodon,AT5G27700
PeakStop,Chr5,9817326,9817426,100,-2.7172039173,3.61E-15,StopCodon,emb1644
PeakStop,Chr5,9874351,9874476,125,-2.9703373057,5.08E-65,3pUTR,AT5G27850
PeakMid,Chr5,10314926,10315026,100,-3.1975772414,2.84E-05,CDS,AT5G28340
PeakStart,Chr5,10340873,10340951,78,-3.2966029851,3.64E-05,StartCodon,AT5G28380
PeakMid,Chr5,10454851,10454951,100,-3.0332685791,8.05E-05,CDS,LSH1
PeakStart,Chr5,10477784,10478076,292,-3.5525989137,2.61E-05,StartCodon,AT5G28500
PeakStop,Chr5,10784054,10784176,122,-4.9259365348,6.94E-05,StopCodon,AT5G28750
PeakStop,Chr5,10858401,10858526,125,-4.8219627013,1.88E-07,StopCodon,AT5G28830
PeakStop,Chr5,11381351,11381476,125,-2.6798029354,0.0017752188,StopCodon,AT5G30495
PeakStop,Chr5,11614151,11614376,225,-3.8391714185,5.78E-06,StopCodon,AT5G30490
PeakStop,Chr5,12078376,12078476,100,-3.7583019172,4.11E-74,StopCodon,AT5G32440
PeakStop,Chr5,12085119,12085226,107,-4.2374435819,5.65E-15,3pUTR,AT5G32470
PeakStop,Chr5,12591351,12591576,225,-4.440797231,6.78E-24,StopCodon,ARAPPT
PeakStop,Chr5,13108367,13108526,159,-4.6274236485,9.12E-13,StopCodon,ATPAP26
PeakMid,Chr5,13233625,13233701,76,-3.2857596612,0.0004607863,CDS,AT5G34930
PeakStop,Chr5,13354371,13354476,105,-5.3943504368,7.06E-15,3pUTR,AT5G35080
PeakStart,Chr5,13361101,13361376,275,-4.314201567,4.69E-15,StartCodon,AT5G35100
PeakBoth,Chr5,13419281,13419451,170,-4.0676297025,4.21E-21,StartCodon,AT5G35170
PeakBoth,Chr5,13423501,13423576,75,-3.3224075974,4.04E-26,StopCodon,AT5G35170
PeakStop,Chr5,13432651,13432901,250,-4.7372312238,3.38E-11,StopCodon,AT5G35180
PeakStop,Chr5,13462335,13462451,116,-3.1127234963,3.79E-19,StopCodon,AT5G35200
PeakStop,Chr5,13484509,13484626,117,-3.8001965502,6.27E-13,StopCodon,EGY1
PeakStop,Chr5,13765275,13765401,126,-4.6345082597,1.08E-07,StopCodon,PAA1
PeakStop,Chr5,13833226,13833376,150,-3.1657656952,2.03E-23,StopCodon,ATGSL1
PeakStop,Chr5,13896701,13896851,150,-4.837370537,7.69E-05,StopCodon,AT5G35730
PeakStop,Chr5,13956817,13956951,134,-4.1180970049,1.81E-10,StopCodon,G6PD1
PeakStop,Chr5,14118948,14119101,153,-5.0459186426,0.0001649483,StopCodon,AT5G35970
PeakStop,Chr5,14135951,14136076,125,-3.6282420094,2.61E-06,StopCodon,YAK1
PeakStop,Chr5,14233126,14233276,150,-4.6063083467,2.24E-07,StopCodon,AT5G36160
PeakBoth,Chr5,14236124,14236251,127,-4.1758440268,4.16E-05,StopCodon,ATPRFB
PeakBoth,Chr5,14237876,14237976,100,-3.745040178,6.90E-10,StartCodon,ATPRFB
PeakStart,Chr5,14253076,14253176,100,-3.0529823989,2.86E-06,StartCodon,AT5G36210
PeakStop,Chr5,14276776,14276876,100,-4.4863243947,3.80E-34,StopCodon,AT5G36230
PeakStop,Chr5,14421730,14421926,196,-3.2690243959,1.61E-06,StopCodon,ATPGLP1
PeakStart,Chr5,14425901,14425976,75,-3.1785860135,3.50E-08,StartCodon,AT5G36710
PeakStop,Chr5,14481076,14481226,150,-3.3710396828,7.73E-20,StopCodon,AT5G36790
PeakStart,Chr5,14485201,14485276,75,-3.1785860135,3.50E-08,StartCodon,AT5G36800
PeakStop,Chr5,14534825,14534951,126,-3.9175654867,0.0010210111,StopCodon,ACS
PeakStop,Chr5,14652076,14652176,100,-4.7516587154,3.85E-27,StopCodon,AT5G37070
PeakStop,Chr5,14686426,14686501,75,-3.7708904309,8.91E-09,StopCodon,AT5G37130
PeakStop,Chr5,14795682,14795876,194,-3.4426585911,3.01E-06,StopCodon,AT5G37350
PeakStop,Chr5,14812790,14812926,136,-4.1075928882,3.59E-11,StopCodon,ATSRL1
PeakMid,Chr5,14817701,14817851,150,-3.9801487883,3.39E-15,CDS,AT5G37380
PeakStop,Chr5,14900326,14900451,125,-4.1854124681,3.13E-08,StopCodon,EMB1467
PeakStop,Chr5,14981706,14981801,95,-3.477320719,7.69E-07,StopCodon,ALY4
PeakStop,Chr5,15068701,15068851,150,-3.9867428079,5.04E-28,StopCodon,SOS4
PeakStop,Chr5,15407426,15407551,125,-3.5805043068,1.32E-36,StopCodon,RAD23D
PeakStop,Chr5,15411276,15411426,150,-3.9604305872,3.61E-30,StopCodon,GRF3
PeakStart,Chr5,15439886,15440301,415,-4.1204389024,4.13E-08,StartCodon,AT5G38560
PeakStop,Chr5,15460351,15460476,125,-2.6013194731,2.60E-15,StopCodon,AT5G38600
PeakBoth,Chr5,15467824,15467926,102,-2.790231339,8.01E-07,3pUTR,AT5G38640
PeakBoth,Chr5,15470556,15470676,120,-3.1897468757,2.84E-05,StartCodon,AT5G38640
PeakStop,Chr5,15471110,15471226,116,-4.214564084,0.0015770757,StopCodon,APE1
PeakStop,Chr5,15473131,15473376,245,-5.1625973863,3.04E-12,StopCodon,APE1
PeakStop,Chr5,15508303,15508401,98,-3.2126240861,9.51E-06,StopCodon,AT5G38720
PeakStop,Chr5,15823551,15823701,150,-3.3613162736,4.00E-29,StopCodon,ATVTI1A
PeakStop,Chr5,15905151,15905326,175,-4.2390688487,5.37E-45,StopCodon,RPL5B
PeakStop,Chr5,15932776,15932901,125,-3.8978816514,2.20E-14,StopCodon,AT5G39790
PeakStop,Chr5,15990771,15990926,155,-3.8637963367,1.05E-05,StopCodon,TRX2
PeakStart,Chr5,16060501,16060726,225,-2.8821995093,2.44E-07,StartCodon,AT5G40150
PeakMid,Chr5,16132201,16132626,425,-2.9615607337,4.25E-30,CDS,AT5G40340
PeakMid,Chr5,16185563,16185676,113,-2.6795634068,2.53E-23,CDS,AT5G40450
PeakMid,Chr5,16187226,16187326,100,-2.4327433218,1.33E-23,CDS,AT5G40450
PeakMid,Chr5,16187801,16187901,100,-2.7154316184,5.56E-24,CDS,AT5G40450
PeakMid,Chr5,16191101,16191201,100,-2.6724124093,1.71E-10,CDS,AT5G40450
PeakMid,Chr5,16192276,16192376,100,-2.2470894002,3.61E-20,CDS,AT5G40450
PeakStop,Chr5,16223940,16224051,111,-4.389890263,2.59E-17,StopCodon,EMB3012
PeakStop,Chr5,16227438,16227526,88,-4.355407956,2.36E-08,StopCodon,AT5G40490
PeakStop,Chr5,16228401,16228526,125,-2.5888058958,8.97E-12,StopCodon,AT5G40500
PeakStart,Chr5,16234551,16234676,125,-3.2336076278,7.48E-10,StartCodon,AT5G40530
PeakStop,Chr5,16264963,16265226,263,-3.9099478219,6.12E-08,StopCodon,AT5G40610
PeakStop,Chr5,16302076,16302176,100,-4.0727775185,0.0010267144,3pUTR,AT5G40740
PeakStop,Chr5,16315339,16315501,162,-2.9675042145,0.0002268724,3pUTR,ATPHB3
PeakStart,Chr5,16366576,16366676,100,-3.8151852998,0.0014300248,5pUTR,UPM1
PeakMid,Chr5,16403601,16403726,125,-3.463978436,0.0002313245,NA,NA
PeakStop,Chr5,16411851,16412001,150,-3.1229338479,4.47E-22,StopCodon,RPL27
PeakMid,Chr5,16450076,16450201,125,-2.6680364495,0.0001217654,CDS,AT5G41100
PeakStop,Chr5,16492376,16492476,100,-4.4499810601,1.07E-06,3pUTR,ATGSTT1
PeakMid,Chr5,16495656,16495751,95,-5.2108606379,1.81E-39,CDS,GSTT3
PeakStop,Chr5,16538176,16538326,150,-5.4430832864,2.17E-08,StopCodon,UBC4
PeakStop,Chr5,16548976,16549126,150,-4.1197091313,7.21E-08,StopCodon,XPB2
PeakStop,Chr5,16609277,16609376,99,-4.0026828556,9.53E-24,StopCodon,AT5G41520
PeakStop,Chr5,16626351,16626451,100,-3.6971910962,0.0005881981,3pUTR,AT5G41580
PeakMul,Chr5,16732101,16732276,175,-3.3486420677,6.06E-08,StopCodon,CIP1
PeakMul,Chr5,16732526,16732726,200,-3.9064907471,3.74E-10,3pUTR,CIP1
PeakMid,Chr5,16739001,16739151,150,-3.1718626836,8.94E-07,CDS,AT5G41810
PeakMid,Chr5,16811776,16811876,100,-3.1921617036,3.02E-39,CDS,ABIL4
PeakStop,Chr5,16819020,16819151,131,-4.3260410533,3.17E-25,StopCodon,AT5G42070
PeakStop,Chr5,16829288,16829401,113,-4.0571371367,1.09E-09,3pUTR,BG_PPAP
PeakStart,Chr5,16836651,16836776,125,-3.655349446,1.89E-05,StartCodon,AT5G42130
PeakStop,Chr5,16837476,16837551,75,-3.2562779566,7.61E-09,StopCodon,AT5G42140
PeakStart,Chr5,16846226,16846326,100,-3.6220334667,0.000148619,StartCodon,AT5G42150
PeakStop,Chr5,16905076,16905201,125,-4.7722262803,2.74E-18,StopCodon,VAR1
PeakStop,Chr5,16912487,16912626,139,-4.7643962495,2.44E-12,3pUTR,UBL5
PeakStop,Chr5,16918326,16918401,75,-3.0419728108,8.37E-06,3pUTR,AT5G42310
PeakStop,Chr5,16952676,16952901,225,-3.4815861349,9.44E-07,StopCodon,AT5G42390
PeakBoth,Chr5,16985376,16985476,100,-3.8707933845,0.0002199601,StartCodon,ARC6
PeakBoth,Chr5,16988336,16988451,115,-3.8851290055,3.57E-08,StopCodon,ARC6
PeakStop,Chr5,17014376,17014551,175,-2.7802539789,5.68E-10,StopCodon,XRN2
PeakStop,Chr5,17016976,17017076,100,-3.7380717654,6.62E-07,StopCodon,AT5G42560
PeakStop,Chr5,17071126,17071276,150,-4.1073213968,1.14E-06,3pUTR,AT5G42620
PeakStop,Chr5,17140601,17140751,150,-4.6957725603,1.73E-27,StopCodon,AT5G42740
PeakStart,Chr5,17151451,17151576,125,-3.4860841291,7.29E-10,StartCodon,AT5G42765
PeakStop,Chr5,17159139,17159301,162,-4.8227916195,2.78E-35,StopCodon,ATPSM30
PeakStop,Chr5,17169301,17169426,125,-5.1029839869,6.66E-36,StopCodon,U2AF35B
PeakStop,Chr5,17216582,17216676,94,-4.7089621074,3.87E-05,StopCodon,AT5G42940
PeakStop,Chr5,17231026,17231126,100,-3.2635292662,2.44E-06,StopCodon,AT5G42950
PeakStop,Chr5,17244091,17244251,160,-3.89094828,3.74E-05,StopCodon,UBC18
PeakStart,Chr5,17299376,17299476,100,-2.3538418661,5.05E-08,StartCodon,AT5G43100
PeakStop,Chr5,17315556,17315676,120,-5.2307293756,5.48E-08,StopCodon,TAF4
PeakMid,Chr5,17341076,17341351,275,-4.8677089792,4.74E-07,CDS,AT5G43190
PeakStop,Chr5,17360455,17360551,96,-2.9417590057,0.000471684,StopCodon,SPL2
PeakStart,Chr5,17367976,17368126,150,-3.2517716686,0.0008688538,StartCodon,DCI1
PeakStop,Chr5,17379668,17379776,108,-4.3353063793,9.93E-06,StopCodon,AT5G43310
PeakStop,Chr5,17455284,17455401,117,-4.3178120337,3.48E-08,StopCodon,AT5G43440
PeakStop,Chr5,17461451,17461576,125,-4.3519603966,6.39E-41,StopCodon,AT5G43460
PeakMid,Chr5,17503476,17503576,100,-3.5578828292,3.82E-14,CDS,AT5G43560
PeakStart,Chr5,17585878,17586276,398,-4.3807913361,2.86E-31,StartCodon,KCS20
PeakStop,Chr5,17627283,17627376,93,-3.1820716941,2.24E-09,StopCodon,ATARD4
PeakStop,Chr5,17702191,17702301,110,-5.0717168008,1.20E-36,StopCodon,AT5G44000
PeakStop,Chr5,17737626,17737726,100,-2.4916401387,2.36E-31,StopCodon,ARA8
PeakStop,Chr5,17749310,17749401,91,-2.7901055676,0.0014186015,3pUTR,ckl7
PeakMid,Chr5,17784526,17784626,100,-2.7829602833,9.94E-05,CDS,AT5G44180
PeakMid,Chr5,17784694,17784801,107,-3.2205915772,2.09E-06,CDS,AT5G44180
PeakStart,Chr5,17838831,17838976,145,-3.5807584786,3.10E-07,StartCodon,ATRING1A
PeakStop,Chr5,17914128,17914226,98,-4.2201781434,0.0002219408,3pUTR,AT5G44450
PeakMid,Chr5,17930376,17930451,75,-2.829285906,0.0013813298,NA,NA
PeakStart,Chr5,18025701,18025851,150,-2.2321860992,5.50E-11,StartCodon,AT5G44680
PeakStop,Chr5,18059951,18060051,100,-3.487174318,0.0001506725,3pUTR,ATREV1
PeakStart,Chr5,18111476,18111651,175,-4.1776008266,3.09E-11,StartCodon,AT5G44860
PeakStop,Chr5,18167323,18167426,103,-3.7720422602,3.96E-07,StopCodon,ATDSS1(V)
PeakStop,Chr5,18269926,18270051,125,-3.4513327608,1.07E-09,StopCodon,AT5G45160
PeakStop,Chr5,18321926,18322026,100,-2.2552069885,1.44E-07,StopCodon,RPS4
PeakStop,Chr5,18332201,18332301,100,-2.9213111028,0.0022548315,StopCodon,ATWRKY52
PeakStop,Chr5,18334438,18334551,113,-2.9624976754,2.84E-07,StopCodon,AT5G45275
PeakStop,Chr5,18390226,18390351,125,-3.3149781794,2.75E-05,StopCodon,AT5G45370
PeakStop,Chr5,18397880,18398026,146,-3.773993806,1.49E-06,3pUTR,CLPP4
PeakStop,Chr5,18402002,18402101,99,-3.5699302997,0.0001040311,StopCodon,AT5G45410
PeakStop,Chr5,18489699,18489776,77,-4.1595979299,3.35E-06,StopCodon,GAS41
PeakStop,Chr5,18532063,18532201,138,-3.8416471815,1.22E-05,StopCodon,ATFKBP13
PeakStop,Chr5,18618376,18618476,100,-3.8078027427,2.94E-07,StopCodon,APG7
PeakStart,Chr5,18628051,18628151,100,-4.0202967511,1.05E-05,StartCodon,CHLI2
PeakStop,Chr5,18711397,18711526,129,-2.8652995418,1.23E-05,StopCodon,AT5G46160
PeakStop,Chr5,18718658,18718776,118,-2.8779479483,0.0001061755,StopCodon,DELTA-OAT
PeakBoth,Chr5,18731502,18731651,149,-5.0738641226,6.94E-05,StopCodon,CUL4
PeakBoth,Chr5,18736526,18736651,125,-2.8293591339,7.13E-13,StartCodon,CUL4
PeakStart,Chr5,18776576,18776676,100,-3.2366932737,1.25E-25,StartCodon,KASI
PeakStop,Chr5,18832859,18832976,117,-3.4824642111,1.51E-06,StopCodon,AT5G46420
PeakMid,Chr5,18849851,18849951,100,-2.7975865868,4.61E-05,NA,NA
PeakMul,Chr5,18896726,18896826,100,-3.1636643677,1.52E-11,CDS,BSK2
PeakMul,Chr5,18897201,18897301,100,-3.0583714331,2.50E-09,StopCodon,BSK2
PeakStop,Chr5,18897463,18897576,113,-2.7058642148,0.001026805,StopCodon,AT5G46580
PeakStop,Chr5,18969920,18970001,81,-3.639140351,5.61E-05,StopCodon,AGD9
PeakStart,Chr5,18979351,18979551,200,-3.3133692136,3.04E-14,StartCodon,AT5G46780
PeakStart,Chr5,18984601,18984701,100,-4.1487794823,8.70E-16,StartCodon,PYL1
PeakStop,Chr5,19079026,19079151,125,-4.4005793245,9.88E-18,3pUTR,UPF1
PeakStop,Chr5,19093206,19093401,195,-4.9688649807,5.14E-26,StopCodon,LON2
PeakStop,Chr5,19124801,19124901,100,-2.7204684473,0.0006261219,3pUTR,CKB1
PeakStart,Chr5,19135151,19135226,75,-2.9975449744,1.22E-23,StartCodon,LIL3:2
PeakStop,Chr5,19161331,19161476,145,-4.6435033015,1.08E-21,StopCodon,AT5G47180
PeakStop,Chr5,19168626,19168776,150,-4.4414350501,6.14E-33,StopCodon,ATRABD2B
PeakStop,Chr5,19169114,19169226,112,-4.5474108363,3.38E-49,StopCodon,AT5G47210
PeakStop,Chr5,19204926,19205051,125,-2.7315890973,4.52E-06,StopCodon,RPS19
PeakStop,Chr5,19243326,19243451,125,-3.6022095095,1.88E-21,StopCodon,AT5G47435
PeakStop,Chr5,19263101,19263226,125,-2.5846393091,4.65E-05,StopCodon,AT5G47480
PeakMid,Chr5,19270030,19270126,96,-4.1207503003,1.56E-30,CDS,AT5G47490
PeakStop,Chr5,19277484,19277651,167,-3.7612703308,2.38E-05,StopCodon,AtRABA5a
PeakStop,Chr5,19283179,19283326,147,-5.0168302876,8.41E-05,StopCodon,AT5G47540
PeakStop,Chr5,19292612,19292851,239,-4.5172967395,7.24E-06,StopCodon,AT5G47570
PeakStop,Chr5,19310291,19310426,135,-4.555996423,9.96E-11,StopCodon,NUDT2
PeakMid,Chr5,19317151,19317301,150,-3.3554338893,3.44E-11,CDS,TRM10
PeakMul,Chr5,19326701,19326826,125,-2.977015896,8.85E-10,CDS,AT5G47690
PeakMul,Chr5,19327026,19327201,175,-3.9419821937,2.07E-09,StopCodon,AT5G47690
PeakStop,Chr5,19327951,19328051,100,-3.3802508593,6.62E-06,StopCodon,AT5G47700
PeakStop,Chr5,19347426,19347551,125,-3.7142085624,3.37E-10,StopCodon,FPS1
PeakMul,Chr5,19349276,19349376,100,-3.2654000618,2.08E-19,CDS,GAUT4
PeakMul,Chr5,19350426,19350626,200,-4.3739297485,2.14E-20,StopCodon,GAUT4
PeakStop,Chr5,19378176,19378301,125,-4.722212423,6.76E-18,3pUTR,AMK2
PeakBoth,Chr5,19381576,19381676,100,-3.1464560816,3.22E-05,StartCodon,AT5G47860
PeakBoth,Chr5,19384226,19384376,150,-4.3656573169,2.27E-15,StopCodon,AT5G47860
PeakStop,Chr5,19390326,19390476,150,-3.8893108081,9.27E-20,StopCodon,AT5G47890
PeakStop,Chr5,19466207,19466301,94,-4.7578484029,1.62E-09,StopCodon,GFA2
PeakStop,Chr5,19508126,19508226,100,-2.8187482758,0.0002891529,StopCodon,AT5G48120
PeakStop,Chr5,19522426,19522526,100,-3.2125456416,0.0022506691,StopCodon,PAT1
PeakBoth,Chr5,19549933,19550001,68,-2.668799931,0.0019629784,StartCodon,AT5G48220
PeakBoth,Chr5,19552026,19552151,125,-3.8523737162,2.59E-07,StopCodon,AT5G48220
PeakStart,Chr5,19570451,19570551,100,-2.5890842378,2.85E-23,StartCodon,ADG1
PeakStop,Chr5,19589451,19589551,100,-4.0120490455,7.52E-11,3pUTR,AT5G48335
PeakStop,Chr5,19598616,19598676,60,-3.8654116562,3.61E-07,StopCodon,AT5G48370
PeakStop,Chr5,19611401,19611851,450,-3.9567797605,2.04E-11,StopCodon,AT5G48385
PeakStop,Chr5,19629843,19629951,108,-3.2335491414,0.0001485731,StopCodon,AT5G48440
PeakStop,Chr5,19645753,19645851,98,-4.5467382761,3.41E-27,3pUTR,AT5G48480
PeakMid,Chr5,19713876,19714001,125,-3.4268662206,5.47E-08,CDS,AT5G48610
PeakStop,Chr5,19721634,19721726,92,-3.0597607778,1.11E-06,StopCodon,AT5G48630
PeakStop,Chr5,19761601,19761751,150,-3.2744097984,0.000388898,StopCodon,XRI
PeakStop,Chr5,19789121,19789276,155,-4.8206352314,1.19E-30,StopCodon,ATB5-B
PeakStop,Chr5,19874716,19874826,110,-4.0884870451,8.58E-07,StopCodon,ATPRMT4A
PeakStop,Chr5,19875006,19875201,195,-4.8492573863,3.40E-09,StopCodon,OVA2
PeakStop,Chr5,19955826,19955951,125,-3.5852509535,0.0001065695,StopCodon,AT5G49215
PeakStop,Chr5,20033651,20033726,75,-3.391903347,9.87E-05,StopCodon,AT5G49410
PeakStop,Chr5,20068426,20068576,150,-4.1266321698,1.17E-05,3pUTR,AT5G49470
PeakStop,Chr5,20082501,20082601,100,-3.9040847938,1.06E-13,StopCodon,PFD3
PeakStop,Chr5,20111971,20112101,130,-4.1580593765,6.17E-11,StopCodon,AtPNG1
PeakStop,Chr5,20155501,20155651,150,-3.6548031814,2.48E-14,StopCodon,XK2
PeakStop,Chr5,20197126,20197226,100,-3.4525364911,2.70E-06,StopCodon,AT5G49710
PeakStop,Chr5,20221026,20221226,200,-3.2956624442,2.05E-12,StopCodon,AT5G49760
PeakStop,Chr5,20246026,20246201,175,-3.872133633,1.07E-13,StopCodon,MMT
PeakStart,Chr5,20249276,20249476,200,-4.0437528922,8.67E-11,StartCodon,EMB1879
PeakStop,Chr5,20259051,20259176,125,-3.7941024923,0.000194265,StopCodon,AT5G49840
PeakStop,Chr5,20287726,20287876,150,-4.9115909071,0.0002639173,StopCodon,AT5G49880
PeakStop,Chr5,20288314,20288426,112,-2.7344014987,9.40E-09,3pUTR,CLC-C
PeakBoth,Chr5,20303451,20303626,175,-3.0249998048,8.41E-05,StartCodon,cpHsc70-2
PeakBoth,Chr5,20306276,20306451,175,-3.7767542737,6.64E-17,StopCodon,cpHsc70-2
PeakStart,Chr5,20329251,20329376,125,-3.3058727634,0.0005813656,StartCodon,PPOX
PeakStop,Chr5,20337766,20337851,85,-4.1364159611,5.95E-08,StopCodon,AT5G49990
PeakStop,Chr5,20373151,20373276,125,-4.4637105169,4.80E-07,StopCodon,AT5G50100
PeakStop,Chr5,20432826,20432976,150,-3.6095775164,0.0002460816,StopCodon,AT5G50180
PeakMul,Chr5,20444259,20444351,92,-2.2148988191,7.95E-05,CDS,QS
PeakMul,Chr5,20445751,20445851,100,-2.8207309077,2.03E-06,StopCodon,QS
PeakStop,Chr5,20452594,20452676,82,-4.6418653887,9.35E-13,StopCodon,CP31B
PeakStop,Chr5,20479226,20479351,125,-4.2802305246,2.23E-06,StopCodon,AT5G50310
PeakStop,Chr5,20537643,20537751,108,-3.3449377766,9.75E-05,StopCodon,MEMB12
PeakStop,Chr5,20551378,20551501,123,-4.6148876721,4.03E-63,3pUTR,AT5G50460
PeakStop,Chr5,20636076,20636251,175,-2.8059500385,9.37E-06,StopCodon,AT5G50740
PeakStop,Chr5,20655052,20655176,124,-4.2399441969,1.26E-07,3pUTR,AT5G50780
PeakStop,Chr5,20692976,20693101,125,-3.6900448208,6.76E-19,StopCodon,MAB1
PeakStop,Chr5,20715511,20715701,190,-3.2702542702,2.26E-10,StopCodon,CLPC
PeakStop,Chr5,20735851,20735951,100,-2.5048004411,1.13E-11,StopCodon,NBP35
PeakStop,Chr5,20751751,20751926,175,-3.8109826604,3.57E-08,StopCodon,AT5G51040
PeakStop,Chr5,20755651,20755751,100,-3.0642140398,0.0003759768,StopCodon,AT5G51050
PeakStop,Chr5,20768426,20768526,100,-3.4202784796,6.72E-08,StopCodon,ERD1
PeakStop,Chr5,20773312,20773451,139,-4.0235346564,1.57E-16,StopCodon,FSD2
PeakStop,Chr5,20778226,20778326,100,-2.8208968359,2.14E-23,StopCodon,AT5G51110
PeakStop,Chr5,20781326,20781476,150,-3.8218664086,3.16E-24,3pUTR,ATPABN1
PeakStop,Chr5,20784246,20784351,105,-3.8704635486,3.13E-08,StopCodon,AT5G51140
PeakStop,Chr5,20793919,20794001,82,-3.2734093912,0.0002891732,StopCodon,AT5G51170
PeakStart,Chr5,20801251,20801351,100,-3.846106626,9.32E-15,StartCodon,AT5G51190
PeakStop,Chr5,20819401,20819501,100,-4.621543019,4.62E-05,StopCodon,AT5G51200
PeakStop,Chr5,20821282,20821351,69,-2.5582363422,0.0014336962,3pUTR,AT5G51220
PeakStop,Chr5,20829276,20829401,125,-3.6564273906,6.82E-09,StopCodon,AtEMF2
PeakStop,Chr5,20844121,20844251,130,-3.9216697192,1.22E-11,StopCodon,AT5G51290
PeakMul,Chr5,20849012,20849151,139,-4.1203101317,1.21E-07,3pUTR,AT5G51300
PeakMul,Chr5,20850401,20850526,125,-2.6502042602,7.60E-05,CDS,AT5G51300
PeakMul,Chr5,20881606,20881751,145,-4.2361522624,3.61E-05,3pUTR,AT5G51410
PeakMul,Chr5,20881951,20882076,125,-3.060908656,5.25E-09,StopCodon,AT5G51410
PeakStop,Chr5,20886999,20887101,102,-3.5735995095,4.33E-06,StopCodon,EYE
PeakStop,Chr5,20922801,20922926,125,-4.6597375388,1.14E-06,StopCodon,AT5G51510
PeakStop,Chr5,20936176,20936301,125,-4.4178851452,4.80E-07,StopCodon,AT5G51540
PeakStop,Chr5,21074051,21074226,175,-3.377879927,3.36E-10,StopCodon,AT5G51840
PeakStop,Chr5,21090751,21090901,150,-3.6368452588,0.0001073549,StopCodon,AT5G51880
PeakStop,Chr5,21105776,21105926,150,-4.632923949,7.11E-23,StopCodon,NRPD6A
PeakStop,Chr5,21172151,21172326,175,-4.0209904523,1.64E-16,StopCodon,HCF208
PeakStop,Chr5,21202709,21202876,167,-5.2589165748,4.54E-07,StopCodon,AT5G52200
PeakStop,Chr5,21206801,21206951,150,-3.970236291,2.20E-08,StopCodon,GB1
PeakStop,Chr5,21214576,21214651,75,-3.3234822588,1.38E-19,StopCodon,MSBP1
PeakStart,Chr5,21240876,21240976,100,-2.5597620137,0.0004035911,StartCodon,LTI140
PeakStop,Chr5,21279276,21279401,125,-5.109247223,0.0003444668,StopCodon,AT5G52410
PeakStop,Chr5,21313826,21313976,150,-3.6398739654,1.16E-13,StopCodon,OVA6
PeakStop,Chr5,21321633,21321751,118,-4.7766376417,3.26E-81,StopCodon,AT5G52540
PeakStop,Chr5,21342801,21342951,150,-3.448331699,2.16E-06,StopCodon,AT5G52580
PeakStop,Chr5,21355653,21355751,98,-2.8624515826,0.0023656251,StopCodon,AT5G52650
PeakStop,Chr5,21390873,21390976,103,-3.3127466452,8.41E-10,StopCodon,AT5G52780
PeakStop,Chr5,21414776,21414901,125,-4.4814583063,3.44E-16,StopCodon,AT5G52840
